ID,SKU,UPC,MPN,VPN,Category,Description,Brand,Color,Size,CategoryValid,CorrectedCategory
{2BCDB2C5-60A7-42C8-8CAF-8BF1262B591B},597115,192790447513,ESLM20109RA,,Bike - Parts - Shifters,Shimano - Shifteraltus9spdpod - Sl-m20109rwogdblack - Black,Shimano,Black,,TRUE,Bike - Parts - Shifters
{BD639577-5312-4FCD-BEE5-8BFBDC84C082},542900,710845782275,00.5318.010.004,,Bike - Parts - Brakes - Pads,"Sram - Sintered Compound Steel Backed Monoblock Disc Brake Pads - Hrd, Level Ult, Level Tlm",Sram,,,TRUE,Bike - Parts - Brakes - Pads
{DD32BE71-3138-4C46-93C5-8D3FC28F4A58},5252390,812719022491,FATPAWGRIP-BLK,,Bike - Parts - Grips and Tape - Grips,Wolf Tooth Components - 9.5mm Thick36mm Dia Grip - Set - Blk,Wolf Tooth Components,,,TRUE,Bike - Parts - Grips and Tape - Grips
{07F91813-E718-44F9-A1D8-8D88E7023C4D},579266,601842029473,579266,579266,Bike - Parts - Tires,Bontrager - Bontrager Xr2 - Comp - 29x2.20,Bontrager,,,TRUE,Bike - Parts - Tires
{C1826A06-E821-4A29-A369-8E3B7F0EA151},598643,821973353616,PD20CHERED,,Bike - Parts - Pedals,Raceface - Chester Pedals - Platform Composite - 916 - Red,Raceface,,,TRUE,Bike - Parts - Pedals
{20E89DA3-0532-46FB-AE4F-8E7A8FBCAB43},BAC26966321R,,,,Bike - Parts - Headsets,Backshop Parts - Headset Spacer,,,,TRUE,Bike - Parts - Headsets
{A2B67893-F162-4D19-8827-8E8DA394ACD7},SHI29427753S,192790639505, IBPG04SMXA,,Bike - Parts - Brakes - Pads,Shimano - Metal Disc Brake Pads - G04s,Shimano,,,TRUE,Bike - Parts - Brakes - Pads
{89FD9807-3547-42C9-A031-8EC14B7D5BDE},580649,601842091197,580649,580649,Bike - Parts - Rims,Bontrager - Tape Bontrager Rubber Rimstrip 27in700c 12mm - 50 - Pack,Bontrager,,,TRUE,Bike - Parts - Rims
{3FD27E9E-8D6A-4807-90BF-8ED27AAF8E0D},DIS30523072R,844171035337,98-28142,,Bike - Parts - Brakes - Pads,Hayes - Mechanical Disc Brake Pads - Cx-5,hayes,,CX-5,TRUE,Bike - Parts - Brakes - Pads
{138F0AA2-C1F6-4CFE-8433-8F1A1B95FC72},562292,689228415058,ISMCN90011A,,Bike - Parts - Chains,Shimano - Chain Quick Link11spd - Sm-cn900-112,Shimano,,,TRUE,Bike - Parts - Chains
{6D468738-ABCF-46F3-B5BA-8F289A9EA7BB},BRE34853711O,5055308116934,DMR-G-BREN2-THIN-C,DM2909,Bike - Parts - Grips and Tape - Grips,Brendog Flangeless Deathgrip Thin - Camo,,,,TRUE,Bike - Parts - Grips and Tape - Grips
{3D3A9DA0-E99E-4CD8-9F4E-8F9C727954B9},FTT26148992R,714636494552,,J095511100,Bike - Parts - Cables & Housing,Full Tilt - Tilt - Topmiddle Cable - 255mm - Clear,full tilt,Clear,255,TRUE,Bike - Parts - Cables & Housing
{CA11CD25-C622-4F49-88A0-8FD1C809569E},433498,710845716683,00.2518.003.000,,Bike - Parts - Chains,Sram - Chain Powerlock Silver 11s Quicklink,Sram,,,TRUE,Bike - Parts - Chains
{1D245B88-A3C9-446E-8FA7-8FDC422F6432},FIT31699119E,5055168026602,HBSPC33,,Bike - Parts - Brakes,Hope - Kit Hope 5mm Tubing - 0d - In-line,hope,,,TRUE,Bike - Parts - Brakes
{04E28A44-BA7D-4158-93EA-90883AD7F0E9},WMF18931131G,836572000274,1411-AN,,Bike - Parts - Hubs & Skewers,Wheels Manufacturing - Manufacturing - Axle - Nut14mm2bg,wheels manufacturing,,,TRUE,Bike - Parts - Hubs & Skewers
{79D6A0D8-6544-43BB-B520-90FCF194BA36},CHA335517544,710845807909,00.2518.027.007,16559,Bike - Parts - Chains,Sram - Con Link Sram 12sp Eagle - Sil - Cdof4,sram,,,TRUE,Bike - Parts - Chains
{00FE7779-713E-48EC-A950-918D6275DA98},5268602,710845862946,00.2518.044.011,,Bike - Parts - Chains,Sram - Rival Axs Chain - 12-speed 120 Links Flattop - Silver - D1,Sram,,,TRUE,Bike - Parts - Chains
{99DBE938-0438-4DFC-BEAE-91AA7F5E0A7F},VAL31365011K,601479861965,530750,W530750,Bike - Parts - Tubeless Accessories,Bontrager - Bontrager Tubeless - 40mm - Black,Bontrager,,,TRUE,Bike - Parts - Tubeless Accessories
{2510A667-1900-40E6-B2EC-91D6D6682A60},5307941,811079027245,DROPOUT-404-02,,Bike - Parts - Derailleurs,Wheels Manufacturing Derailleur Hanger Udh 404-02,Wheels Manufacturing,,,TRUE,Bike - Parts - Derailleurs
{B59E8FD8-1B98-47EE-8E65-91E84F3DE511},WHE384718971,811079023964,DROPOUT-301,FS2519,Bike - Parts - Derailleurs,Wheels Manufacturing Derailleur Hanger - 301,Wheels Manufacturing,,,TRUE,Bike - Parts - Derailleurs
{CA67DD38-8E0D-432C-89CE-921F0705BC57},567356,601479897964,567356,567356,Bike - Parts - Saddles,Bontrager - Bontrager Commuter Fluid - 165mm - Black,Bontrager,,,TRUE,Bike - Parts - Saddles
{2C24619E-3E9F-4299-BB4F-924B36652182},SEA31916297C,072774517206,SP688BKB,51720,Bike - Parts - Seatposts,Sunlite - Alloy Seatpost Clamp - 31.8mm,sunlite,,31.8MM,TRUE,Bike - Parts - Seatposts
{3270FC0D-279F-4B68-B62F-92524F4A9A89},SRA89715933K,710845886171,,,Bike - Parts - Chains,Sram - Part Sram Powerlock T-type 12-speed - 4-pieces - Black,Sram,Black,,TRUE,Bike - Parts - Chains
{751E46B3-A535-420D-A281-92F2785E5A7C},ISS41248292T,708752108875,ISSI CLEATS PAIR 98A W,PD2720,Bike - Parts,Issi - Spd Cleats - 2-bolt 4 - Degrees - Float,issi,,,TRUE,Bike - Parts
{572F1741-0253-448F-9B0C-92F4D85DB286},599194,601842316856,599194,599194,Bike - Parts - Saddles,Bontrager - Bontrager Verse Comp - 155mm - Black,Bontrager,,,TRUE,Bike - Parts - Saddles
{EE8F6657-2BD0-4E59-84E6-930F6B0A993C},579825,710845813085,00.2518.031.011,,Bike - Parts - Chains,"Sram - Nx Eagle Chain - 12-speed, 126 - Links, - Gray",Sram,,,TRUE,Bike - Parts - Chains
{D8347FE1-06D0-409B-922A-9316D829E801},559668,710845805516,00.5018.037.013,,Bike - Parts - Brakes,Sram - Centerline Disc Brake Rotor - Silver - 6-bolt 160mm,Sram,,6 BOLT 160MM,TRUE,Bike - Parts - Brakes
{490D4770-2056-4CEF-8E43-93BCFBBEB901},LOG30558363K,796941331456,33022617001,,Bike - Parts - Headsets,Ritchey - Headset - Ec3428.6ec3430 - Black,ritchey,,,TRUE,Bike - Parts - Headsets
{E0903733-FB58-4E0C-B685-93F1840D4B0D},CON62253720R,4019238581447,01006420000,TR8111,Bike - Parts - Tires,Continental Gatorskin Tire - 700 X 32 Clincher Folding Black Polyx Breaker,Continental,,,TRUE,Bike - Parts - Tires
{61E9BB46-B6E7-4439-935C-943C4DB4345A},587874,766759057305,MISSING LINK,,Bike - Parts - Chains,Kmc - Ii Connector Cl573r - 7.3mm - 2card,Kmc,,,TRUE,Bike - Parts - Chains
{12288C2D-5652-4C3E-B035-95309F42F869},STA30526381K,641300160041,16004,,Bike - Parts - Pedals,"Crank Brothers Stamp 7 Pedals - Platform Aluminum 9/16"" Black Small",Crank Brothers,,,TRUE,Bike - Parts - Pedals
{1102D636-8103-448E-9F4A-9580D5FC9F97},JB4229699074,014996,47941,47941-24,Bike - Parts - Rims,"J&b - 47941 '16 519 Rim - Black - 24""",j&b,BLACK,"24""",TRUE,Bike - Parts - Rims
{835ACD62-4BE4-440B-8BFD-9642FF8CBF28},550956,710845791048,00.2518.027.003,,Bike - Parts - Chains,Sram - Powerlock 12sp Eagle Chain Link - Rainbow,Sram,Rainbow,12SP,TRUE,Bike - Parts - Chains
{9314CC42-1120-44E8-A95A-973DB83F126F},QTU41632012M,708752041882,570005X6,TU6796,Bike - Parts - Tubes,Teravail - 29 X 1.9-2.3 Schrader Valve Tube 700c - X - 47-52mm,teravail,,,TRUE,Bike - Parts - Tubes
{EF7D35F8-F36E-410D-B126-9775CC9EE192},275858,763477004437,IB-3,,Bike - Parts - Tools,Park Tool - Mini Fold-up W Chain - Tool - Ib-3,Park Tool,,,TRUE,Bike - Parts - Tools
{EBF248EA-54AC-4361-90AF-9825CE13682E},589199,836572008768,DROPOUT-167,,"Bike - Parts - Screws, Bolts and Fasteners",Wheels Manufacturing - Hanger - Dropout - 167,Wheels Manufacturing,,,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{34EE7102-D970-4BBF-861C-985878DFA085},IRC53424058K,4571244748394,190587,TR0129,Bike - Parts - Tires,Irc Tires - Tires - Tire - Boken Double Cross Tubeless Ready Folding Tire - 700 - X - 42c,irc tires,,700 X 42C,TRUE,Bike - Parts - Tires
{AF9617A4-D790-401E-8B06-986B86D63B6B},527519,689228326507,EBBES300C26,,Bike - Parts - Bottom Brackets,Shimano - Bracket Bb-es300 Splinedhollow-type - Axle - Bsa,Shimano,,,TRUE,Bike - Parts - Bottom Brackets
{3D8E02A7-1F5A-40F0-BB3E-98ABBAF0CC0B},280794,710845503467,85.2737.270.073,,Bike - Parts - Chains,Sram - Chain Powerlock Black 10s Quicklink,Sram,,,TRUE,Bike - Parts - Chains
{07B113EC-D1BE-4F36-A79D-9915FCF3AF3F},567598,601479868001,567598,567598,Bike - Parts - Cables & Housing,Bontrager - Bontrager Elite Brake 5mm X 50m - Box - Black,Bontrager,,,TRUE,Bike - Parts - Cables & Housing
{98D2AE21-6877-4111-AD68-993DA74554DD},TUB49725051M,601479015511,88453,88453,Bike - Parts - Tubes,Bontrager - Bontrager - Standard - 27x1-38-1-34700x35-44cpresta33mm,Bontrager,,,TRUE,Bike - Parts - Tubes
{B48E8153-AF69-43F5-85CC-9942252CD8EB},SHI74863233R,192790327389,EBPN03ARFA,,Bike - Parts - Brakes - Pads,Shimano - Pad W/ Fin N03a-rf Pad Spring 1 - Pair - Ind.pack,Shimano,,,TRUE,Bike - Parts - Brakes - Pads
{77313B82-60F2-40AD-BCDE-995F371819C9},563784,601479845828,563784,563784,Bike - Parts - Grips and Tape - Tape,Bontrager - Tape Bontrager Gel - Cork - Black,Bontrager,,,TRUE,Bike - Parts - Grips and Tape - Tape
{5CA3A7AD-A7D2-446A-8FAB-9967F8B4C5D4},5253065,192790617725,EMFTZ5106428CP,,Bike - Parts - Cassettes & Freewheels,"Shimano - Multi-speed Freewheel Sprocket - 14-28t, 6sp, Mf-tz510-6-cp",Shimano,,"14-28T, 6SP, MF-TZ510-6-CP",TRUE,Bike - Parts - Cassettes & Freewheels
{60580508-87ED-477A-810C-997499EFC8DD},83747,763477007957,TL-5,,Bike - Parts - Tools,Park Tool - Duty Steel Tire Levers - Tl-5 - Pr,Park Tool,,,TRUE,Bike - Parts - Tools
{499B7221-41C6-445E-A302-9976EEE2D327},LIZ30318741K,696260758104,PLUDS100,,Bike - Parts - Handlebars,Lizard Skins - Skins - Skins - Handle Bar Plugs - Black,lizard skins,Black,,TRUE,Bike - Parts - Handlebars
{982D47EF-9C86-436D-A868-99DF37901F53},W282091,185843000124,6901LLUMAX,,Bike - Parts - Bearings,Enduro - Cartridge Bearing - 6901 - 12x24x6,Enduro,,,TRUE,Bike - Parts - Bearings
{306C9AC9-8E50-48FB-A147-9A283F3F0561},PRO39762248L,710845907395,00.5318.045.002,GS41322,Bike - Parts - Tools,Pro Dot V2 Bleed Syringe Hose Kit With Dot5.1 Oil,,,,TRUE,Bike - Parts - Tools
{458AE14C-D468-445D-B3F9-9AE24A512C1A},STA32196492K,847746064558,ZH2577,FW3305,Bike - Parts - Hubs & Skewers,Stan's No Tubes E-sync Freehub - Xdr Black,Stan's No Tubes,,,TRUE,Bike - Parts - Hubs & Skewers
{89BC0061-2259-407B-9B57-9B01BB607847},SHI431115790,192790639512,IBPK04TIMXA,,Bike - Parts - Brakes - Pads,Shimano - Metallic Ti Disc Brake Pads - K04ti,shimano,,,TRUE,Bike - Parts - Brakes - Pads
{1045496D-459A-46E4-9696-9B67B9B187B6},556433,4019238371390,01000840000,,Bike - Parts - Tires,Continental Gatorskin Tire - 700 X 25 Clincher Folding Black Polyx Breaker,Continental,,,TRUE,Bike - Parts - Tires
{A7E84B19-2869-44BD-A194-9BE13BDF3058},JB8343036145,018413,894806,894806-700x25,Bike - Parts - Tires,J&b - 894806 '17 Padrone Tire - Blk-fold - 700x25,j&b,BLK-FOLD,700X25,TRUE,Bike - Parts - Tires
{A1CE182A-CA21-48C9-B73E-9C2A3F7F2977},W593548,601842294178,W593548,W593548,Bike - Parts - Wheels - Rear,Bontrager - Rear Bontrager Connectiondc22 27.5 Disc Sv - 32h - Black,Bontrager,,,TRUE,Bike - Parts - Wheels - Rear
{BC2FADA2-1699-475A-B774-9C6DAF9A8F70},533017,601479458790,533017,533017,Bike - Parts - Saddles,Bontrager - Bontrager Sport - Women's - Black,Bontrager,,,TRUE,Bike - Parts - Saddles
{0C31DEE0-CF8F-463C-9232-9CD744278A40},559906,689228392137,EFDM2000DSX6,,Bike - Parts - Derailleurs,Shimano - Altus Fd-m2000 Triple Down-swing Dual-pull Front Derailleur - 9 Sp,Shimano,Series Color,9 SP,TRUE,Bike - Parts - Derailleurs
{E879BB82-5A70-44CC-9570-9CF6072B9984},543243,192790639475,IBPL04CMFA,,Bike - Parts - Brakes - BrakeSet,Shimano - Metalic Disc Brake Pads W/ Fin - L04c,Shimano,,L04C,TRUE,Bike - Parts - Brakes - BrakeSet
{C8C825A8-F378-47E9-B077-9D228008C8E6},582160,710845716720,00.4315.032.350,,Bike - Parts - Forks - Suspension,Rockshox - Service Kit 14 Pike Solo - Air - 35mm,Rockshox,,,TRUE,Bike - Parts - Forks - Suspension
{EE30FA85-4095-4AD1-998D-9DDC65E514C9},QBP317498828,019719,FS2478,FS2478,Bike - Parts - Derailleurs,Qbp - Fs2478 '19 Derailleur Hanger - #78 - #78,QBP,,#78,TRUE,Bike - Parts - Derailleurs
{451A9CBE-FEE6-46C8-AF4D-9DF685189018},CNM23562521S,192790597201,Y04598026,Y04598026,Bike - Parts - Chains,Shimano - 7/8s Chain - Pin - 100pcs,Shimano,,,TRUE,Bike - Parts - Chains
{5CD2CBF9-B455-4C57-A971-9E085D70B226},5277241,192790598338,ESMRT66S,,Bike - Parts - Brakes - Disc,Shimano - Rotor Disc Sm-rt66 S 160mm - 6-bolt - Type,Shimano,,,TRUE,Bike - Parts - Brakes - Disc
{2D6387F4-C6AF-4D6D-985F-9E0F87E98CFA},DIA41612206E,657993062944,GORDO-AD996TW-UNIV-BLA,BR9006,Bike - Parts - Brakes - BrakeSet,Diatech - Gordo Ad996tw Front Or Rear - Black - U-brake,diatech,,,TRUE,Bike - Parts - Brakes - BrakeSet
{CCFA739E-AB5B-4C55-8EAB-9E250544B04D},478334E,846635011291,478334E,478334E,Bike - Parts - Seatposts,Electra - Part Electra Clamp Wrackmounts 31.8 - Silver - Alloy,Electra,,,TRUE,Bike - Parts - Seatposts
{BB9216B9-C907-48E9-9ADA-9E4CBA92D268},428154,710845673757,00.7515.081.000,,Bike - Parts - Derailleurs,Sram - X5 Rear Long Cage Derailleur - 10sp,Sram,Black,10SP,TRUE,Bike - Parts - Derailleurs
{6453063D-8C92-4363-88C4-9E82AD52B94B},JB6356878845,016517,6387,6387-16x1.75,Bike - Parts - Rims,J&b - 6387 '20 16x1.75 Rim Strip - Blk-20mm - 16x1.75,j&b,BLK-20MM,16X1.75,TRUE,Bike - Parts - Rims
{A84CCC0F-0DCA-4F07-9FAC-9FB09AE73E82},5304329,3611720061515,8146,,Bike - Parts,Look - Delta 9 Degree Cleats - Red,Look,,,TRUE,Bike - Parts
{38718D43-9576-49F1-AC7C-A05CD9EA5F9C},580651,601842091210,580651,580651,Bike - Parts - Rims,Bontrager - Tape Bontrager Rubber Rimstrip 26in 20mm - 50 - Pack,Bontrager,,,TRUE,Bike - Parts - Rims
{F2F758FE-C7E3-4369-873A-A12CAB0B0E3E},SRA66588218E,710845610035,00.7015.095.010,LD4528,Bike - Parts - Brakes,Sram - Rival Doubletap Right Shift/brake Lever - Carbon Fibre - 10sp,sram,,10 SP,TRUE,Bike - Parts - Brakes
{EAF4230C-4F04-424B-8251-A14C900964F3},521414,821973209661,BBXTTM,,Bike - Parts - Bottom Brackets,Raceface - Bb Cup - Set - 6873mm,Raceface,,,TRUE,Bike - Parts - Bottom Brackets
{FBA01AE0-F2A2-4DDA-9C32-A1C01A1098FF},SRA29297810T,710845729997,11.7518.019.000,DP5958,Bike - Parts - Derailleurs,Sram - X5 Rear Derailleur - Pulley - Kit,SRAM,,,TRUE,Bike - Parts - Derailleurs
{FE3EDBBD-B68C-4293-9674-A1C183E7D0AF},MUC18190872T,5037835206005,206,TL0418,Bike - Parts - Tools,Muc-off - Five - Brush - Set,Muc-Off,,,TRUE,Bike - Parts - Tools
{9704255B-717C-42CE-B7C0-A1CC3824ECB2},552376,601479686414,552376,552376,"Bike - Parts - Screws, Bolts and Fasteners",Bontrager - Part Bontrager Flare Rack Quick - Mount - Kit,Bontrager,,,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{CAD40145-8074-4C98-9D7F-A233750E79E1},WHM19151984P,192790740737,Y3GD10000,Y3GD10000,Bike - Parts - Hubs & Skewers,Shimano - Outer - Seal - Cap,Shimano,,,TRUE,Bike - Parts - Hubs & Skewers
{60B70E32-9A07-4013-A05E-A2441A2833E9},SAG26941196R,016098,GEARCABLE,GEARCABLE-,Bike - Parts - Cables & Housing,Gear For Sports - For Sports - Gear Cable S.a. Gear - Cable - Gear,gear for sports,GEAR,,TRUE,Bike - Parts - Cables & Housing
{4B69267C-672B-41D3-AB42-A28D49D1999F},579350,601842029756,579350,579350,Bike - Parts - Tires,Bontrager - Bontrager H5 Hard-case Lite - 26x1.50 - Reflective,Bontrager,,,TRUE,Bike - Parts - Tires
{63499436-6EB1-490E-B801-A2A703C0CCC4},66940,745889091281,66940,66940,Bike - Parts - Tubes,Bontrager - Bontrager Race X Lite 700x18-25c Presta 60mm - Red - Cap,Bontrager,,,TRUE,Bike - Parts - Tubes
{22480AFD-EB14-4A9A-9F8B-A2E03664A14A},SHI35524983K,710845663017,11.7015.033.070,,Bike - Parts - Shifters,Sram - Sram Rep Trigger Clampbolt - Kit - Bk,sram,,,TRUE,Bike - Parts - Shifters
{7F31DB73-0B14-4801-8C5C-A33A9577C7F7},MUC37999418E,5037835205374,20132,,Bike - Parts - Tubes,Muc-off - Puncture Plugs - 10 - Refill - Pack,muc-off,,,TRUE,Bike - Parts - Tubes
{5E91364B-3265-456D-954D-A374D6EF4E28},5286066,701822997577,70027,,Bike - Parts - Tubeless Accessories,Cushcore - Tire Insert Set With - Valves - 29,Cushcore,,,TRUE,Bike - Parts - Tubeless Accessories
{89CAEB00-F91D-48D4-931D-A422193D86EB},BLA26133232K,768686587269,7102601,7102601,Bike - Parts,Blackburn - Local Ride Kit - Black,blackburn,Black,ONE SIZE,TRUE,Bike - Parts
{341A6289-FE68-4A7E-A71B-A42E5058246A},566763,601479861934,566763,566763,Bike - Parts - Tubeless Accessories,Bontrager Rectangular Base Tlr Valve Stem 40mm,Bontrager,,,TRUE,Bike - Parts - Tubeless Accessories
{BAB9C0DA-4019-4AB6-B72F-A4874A8AC3D8},432399,810191012511,432399,,Bike - Parts - Bearings,Bontrager - Cartridge Bearing - 6903 - 17x30x7,Bontrager,,,TRUE,Bike - Parts - Bearings
{9CE114E1-4D9B-4F02-970A-A51552122E91},W597345,601842491553,W597345,W597345,Bike - Parts - Tubes,Bontrager - Bontrager Tubeless - 60mm - Black,Bontrager,,,TRUE,Bike - Parts - Tubes
{2C721B62-8972-43B1-9093-A51F609F7177},BEA44579392K,601842824719,5256340,W5256340,Bike - Parts - Bearings,Trek - Trek Suspension Abp Udh Max - 30x20x7mm - Black,Trek,,,TRUE,Bike - Parts - Bearings
{81A01BAF-CFD5-4991-BE67-A54D1B2B24EC},PRO42177863M,708752012851,1P212-7209A0S,ST0237,Bike - Parts - Seatposts,"Problem Solvers - Solvers - Solvers - Seatpost Shim - 3.7mm, - 27.2-30.9",problem solvers,,"3.7MM, 27.2-30.9 ",TRUE,Bike - Parts - Seatposts
{25944DE1-99D8-4E31-909E-A56EB00138AA},FOX25617763L,821973421032,925-06-005,ST0097,Bike - Parts - Seatposts,Fox - Transfer Lever - Universal,fox,,,TRUE,Bike - Parts - Seatposts
{BD66FFF2-B77B-44AA-B723-A5BF2DA27D47},529880,689228869059,ESMBB52B,,Bike - Parts - Bottom Brackets,Shimano - Deore Bb52b Hollowtech Bottom Bracket - English,Shimano,Silver,,TRUE,Bike - Parts - Bottom Brackets
{4E2DE00D-147B-4DBE-940B-A5C56A101C4C},WTB3094312E,714401655898,W065-0589,SA4082,Bike - Parts - Saddles,"Wtb - Volt Saddle - Chromoly, - Black, - Wide",WTB,,,TRUE,Bike - Parts - Saddles
{3C8D1831-A895-49E3-84B1-A5D8A7559C11},SAD39118725K,601842638699,5254981,5254981,Bike - Parts - Saddles,Bontrager - Bontrager Verse Short Comp - 145mm - Black,Bontrager,,,TRUE,Bike - Parts - Saddles
{F66CEAE8-1E86-4508-82A4-A60C62E57149},FTL22716030K,886745361268,,J1302010022,Bike - Parts - Cables & Housing,Full Tilt - Tilt - Lower Cable - 350mm - Black,full tilt,Black,350,TRUE,Bike - Parts - Cables & Housing
{C67C1518-C7B1-4FEC-B08E-A6692D35220E},1051603,763477007872,THH-1,,Bike - Parts - Tools,Park Tool - T-handle Hex Wrench - Set - Thh-1,Park Tool,,,TRUE,Bike - Parts - Tools
{94DCF7B4-4A8C-42B3-A2DA-A66B533BD9F2},BEA43945152K,601842824733,5256338,W5256338,Bike - Parts - Bearings,Trek - Trek Suspension 3803 Max - 26x17x10mm - Black,Trek,,,TRUE,Bike - Parts - Bearings
{C5D714BB-4C9D-4FA4-A7ED-A66E5BA0731B},582231,601842078457,582231,582231,Bike - Parts - Tubeless Accessories,Bontrager - Part Bontrager Tlr Tire Sealant 3 - Oz - Single,Bontrager,,,TRUE,Bike - Parts - Tubeless Accessories
{0A47CEE4-2985-48B3-95BA-A6D39A12C0AB},TEK56474386K,4717592037289,ABHD000813,BR8024,Bike - Parts - Brakes,Tektro - Hd-t280 Disc Brake And Lever - Rear Hydraulic Post - Mount - Black,tektro,,,TRUE,Bike - Parts - Brakes
{9FDC5254-A8B6-4BA5-90BF-A84BBEBDD89C},FTL2286438K,714636023851,,J069506152,Bike - Parts - Cables & Housing,Full Tilt - Tilt - Lower Cable - 330mm - Black,full tilt,Black,330,TRUE,Bike - Parts - Cables & Housing
{BB1A818D-DC0C-4C47-A278-A884963DB075},562934,601479830206,562934,562934,Bike - Parts,Trek - Trek Verve Anthracite - Frontrear - Set,Trek,,,TRUE,Bike - Parts
{F0413C61-3225-460A-B882-A895A1A43872},TEK51601436K,4717592009385,ABBR000188,BR7554,Bike - Parts - Brakes - BrakeSet,Tektro - 985 Bmx Sidepull Front Freestyle Caliper - Brake - Black,tektro,,,TRUE,Bike - Parts - Brakes - BrakeSet
{E0FA22EE-3400-4EA3-8C8A-A896BB83727E},MIN26961718R,4717784031873,TB96908100,,Bike - Parts - Tires,Maxxis - Dhf Tire 27.5 X - 2.8 - Dcexotr,maxxis,,,TRUE,Bike - Parts - Tires
{49E83EEB-C5A8-4B93-8305-A9198EEE1C8F},429643,689228602557,Y8JA98020,,Bike - Parts - Cables & Housing,Shimano - Insert Fits Sm-bh90 - Brake - Housing,Shimano,,,TRUE,Bike - Parts - Cables & Housing
{2B343094-18EC-4837-80F6-A9BFB5A4BF24},433072,763477004826,PP-1.2,,Bike - Parts - Tools,Park Tool - Brake Piston - Press - Pp-1.2,Park Tool,,,TRUE,Bike - Parts - Tools
{5BABA647-DB5A-4B45-B833-AA7208703850},SHI31298791T,689228403093,Y1P417000,,Bike - Parts - Cranks & Chainrings,Shimano - Shimano Fc-6800 Crank Arm - Fixing - Bolt,Shimano,Black,,TRUE,Bike - Parts - Cranks & Chainrings
{3742064F-667E-448E-A1D0-AA7E3F498019},TUB44490043E,601479046959,403697,403697,Bike - Parts - Tubes,Bontrager - Bontrager Standard 14x1.75-2.125 - Schrader - Valve,Bontrager,,,TRUE,Bike - Parts - Tubes
{1C625F84-4F37-410E-BCE8-AAA50CB7D274},599450,601842376775,599450,599450,Bike - Parts - Tires,Bontrager - Bontrager H2 Comp - 700x32c - Black,Bontrager,,,TRUE,Bike - Parts - Tires
{43ACD4EF-2AC8-4745-B0F2-ABACD1389BDF},5253026,192790622200,ISLM4100RAP1,,Bike - Parts - Shifters,Shimano - Deore Shifting Lever - Sl-m4100-r - 10 Sp,Shimano,,"REAR, 10 SP",TRUE,Bike - Parts - Shifters
{56714B54-490A-41DD-95E6-ABAF31898BEF},RIM22696576L,5037835204766,20077,,Bike - Parts - Grips and Tape - Tape,Muc-off - Tape 28mm - 50 - Meter - Roll,muc-off,,,TRUE,Bike - Parts - Grips and Tape - Tape
{D9A12491-0B36-467B-8023-ABD75932E524},BRA30402285L,072774127047,BK851SLZ,12704,Bike - Parts - Cables & Housing,Sunlite - Part Strdl Cbl Sunlt - 380mm - Sgl,sunlite,,,TRUE,Bike - Parts - Cables & Housing
{46F4ECA4-5D10-4068-8C8E-ABED7AC950CC},WMD389082123,019646,WMDROPOUT-83,WMDROPOUT-83-#83,Bike - Parts - Derailleurs,Wm Dropout-83 '17 Derailleur Hanger #83 Black #83,,BLACK,#83,TRUE,Bike - Parts - Derailleurs
{CD19937D-13FE-4AD3-99EE-ABF0A262A194},SRA797091091,710845837562,00.6118.587.001,CK6397,Bike - Parts - Cranks & Chainrings,Sram - Sx Eagle Crankset - 170mm 12-speed 32t Direct Mount Power Spline Spindle Interface - Black - A1,SRAM,,,TRUE,Bike - Parts - Cranks & Chainrings
{27191135-17B4-494F-9155-AC05DF0614CD},WMF28461848G,836572000724,101-AN,,"Bike - Parts - Screws, Bolts and Fasteners",Wheels Manufacturing - Manufacturing - Outer Axle Nuts10x1 1 - Per - Bag,wheels manufacturing,,,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{756DCAED-1890-4152-82D5-AC211ABDD656},W273935,745889426311,W273935,W273935,"Bike - Parts - Screws, Bolts and Fasteners","Trek Main Pivot Axle Nut, Black M16 X 5mm",Trek,,M16 X 5MM,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{E0A89F1B-97BF-4086-890B-AD0A3CA894E9},ROT39967542G,192790442242,IRTMT800LE,IRTMT800LE,Bike - Parts - Brakes - Disc,Shimano - For Disc Brake Rt-mt800 L 203mm - W/lock - Ring,Shimano,,,TRUE,Bike - Parts - Brakes - Disc
{006B5E0A-A5CE-40D3-B5FE-AD867DCDE762},TUB17291081T,5037835205367,20131,,Bike - Parts - Tubes,Muc-off - Puncture Plug Tubeless - Repair - Kit,muc-off,,,TRUE,Bike - Parts - Tubes
{66D00300-F1F2-4BE2-80C9-ADB6E7F0CB64},600718,601842330562,600718,600718,Bike - Parts - Hubs & Skewers,Shimano - Part Bontrager 108 Shimano Ms Freehub - Nopawlssprings - V2,Shimano,,,TRUE,Bike - Parts - Hubs & Skewers
{59D6B7D6-ADFD-4930-9BD8-AE263B12016C},FTA28853961Z,714636493319,,J095513090,Bike - Parts - Cables & Housing,Full Tilt - Tilt - Alum Lower Cable Anchor - Kit - 1sz,full tilt,,1SZ,TRUE,Bike - Parts - Cables & Housing
