ID,SKU,UPC,MPN,VPN,Category,Description,Brand,Color,Size,CategoryValid,CorrectedCategory
{CA231BE6-B5AA-4680-A228-6C08D1944034},CHA45454777K,766759057107,ML57107,,Bike - Parts - Chains,Kmc - Missinglink Cl571r 7.1mm Connector - 7 8-speed Reusable Silver - 2 - Pairs/card,Kmc,,,TRUE,Bike - Parts - Chains
{BB4E5ADF-06D5-4233-9545-6C5F494BBDA7},ROC455252680,710845868351,11.4118.091.839,,Bike - Parts - Suspension,Rockshox - Rear Shock Mounting Hardware - 3-piece 12 8 - X - 40,rockshox,,,TRUE,Bike - Parts - Suspension
{A84453A9-D99D-4A69-A7B3-6CC1ADA6EAD4},004255,5021646008699,12269,,Bike - Parts - Brakes,"Clarks - Organic Disc Brake Pads - Hayes Sole, Gx2, Gx2, Mx2, - Mx3, - Mx4",clarks,,VX828,TRUE,Bike - Parts - Brakes
{318D2D6E-2F7A-42D8-99AD-6CD18D02C5E2},ROC436681332,710845767807,00.4118.123.002,,Bike - Parts - Suspension,Rockshox - Monarch Rl Rear Shock 6.50x1.50 - 165x38mm - C2,rockshox,,165X38MM,TRUE,Bike - Parts - Suspension
{60BF9C6D-E18B-47A0-AAF8-6D20349D05E7},5265147,601842643990,C2019125,5265147,Bike - Parts - Tires,Continental - Continental Ultra Sport Iii Pure Grip 700x25 - Folding - Bk,Continental,,,TRUE,Bike - Parts - Tires
{C962181C-7400-4106-BBDC-6D56B99189F6},STA30990808K,641300163639,16363,CE2426,Bike - Parts - Pedals,Stamp 2 Large Platform Pedals Black,,,,TRUE,Bike - Parts - Pedals
{7A628309-4CB6-444D-B85E-6D738F12B28E},ELI27612372A,875850000995,SP-H001,,Bike - Parts - Saddles,"Thomson - Elite Seatpost Saddle Clamp Replacement Nut, Bolt, - Washer - Set",thomson,,,TRUE,Bike - Parts - Saddles
{AF9DBDEB-68BA-46AB-8390-6DBBA47D894A},JAG44932310K,4715910009000,JS908H,BR0056,Bike - Parts - Brakes - Pads,Jagwire - Mountain Sport Brake Pads Smooth - Post - Black,jagwire,,,TRUE,Bike - Parts - Brakes - Pads
{C89CAC85-F9A2-4EA9-A72B-6DC7B5A6D82C},428057,710845674853,00.5315.035.010,,Bike - Parts - Brakes - Pads,Avid - Pads Xx Xo Elixir - Metallicsteel,Avid,,,TRUE,Bike - Parts - Brakes - Pads
{EA2987AE-0CF7-45A5-82E5-6E5E94970142},78154,745889206418,78154,78154,Bike - Parts - Tubes,Bontrager - Bontrager Thorn Resistant 24x1.9-2.125 - Schrader - Valve,Bontrager,,,TRUE,Bike - Parts - Tubes
{58881A0A-1365-41E1-9715-6E5F8715C0DC},543462,689228867215,ISLM8000LBP2,,Bike - Parts - Shifters,"Shimano - Deore Xt Sl-m8000-l Front Shifter - 2x, 3x",Shimano,Series Color,,TRUE,Bike - Parts - Shifters
{43194A5B-E75F-42DC-B601-6E85683F1E15},5254503,710845749629,11.7518.032.000,,Bike - Parts - Derailleurs,Sram - Part Sram - Pulley - X01dh,Sram,,,TRUE,Bike - Parts - Derailleurs
{B34A6B3F-491F-4B1A-8713-6ED7A049A90F},439463,689228310865,ESLRS45P7A,,Bike - Parts - Shifters,Shimano - Shifterrevo7 Spd L R Sl-rs45shift Lever Set - 09' - Silverblack,Shimano,Silver/Black,,TRUE,Bike - Parts - Shifters
{C64CC48E-C960-4480-A13E-6F01A2C5A5DD},429337,766759710361,CN10361,,Bike - Parts - Chains,Kmc - 10sp - Chain - Silverblack,Kmc,,,TRUE,Bike - Parts - Chains
{EB839DF4-5C39-434B-A994-6F17B773142C},BIK29840582M,,#RL01,#RL01,Bike - Parts - Grips and Tape - Grips,Bike Works - Works - Works - Screw-on Grips - Red - 130mm,bike works,Red,130MM,TRUE,Bike - Parts - Grips and Tape - Grips
{1073EEC5-842A-42C1-A517-6F8D546BD5A8},FOR24406846R,611056143841,803-00-933,,Bike - Parts - Suspension,Fox - Part Fox Dust Wiper Kit Flangeless - 36mm - Black,Fox,Black,,TRUE,Bike - Parts - Suspension
{DE493DF5-D412-428E-9B23-6F9EE643E214},519516,763477007285,SW 7.2,,Bike - Parts - Tools,"Park Tool - Triple Spoke Wrench - Sw-7.2 - 127, 130, 136",Park Tool,,,TRUE,Bike - Parts - Tools
{5211EB6E-2586-4FF1-BB30-7005E486E234},428277,689228034402,Y8B598040,,Bike - Parts - Brakes - Pads,Shimano - Disc Resin Brake Pads - M02 - M555 And Spring,Shimano,,,TRUE,Bike - Parts - Brakes - Pads
{35CAD713-D952-472F-B12D-705A08A36A32},FTU21433455Z,714636165889,,J069523190,Bike - Parts - Cables & Housing,Full Tilt - Tilt - Upper Cable - Insert - 1sz,full tilt,,1SZ,TRUE,Bike - Parts - Cables & Housing
{689A4CCC-FB05-44A4-B30A-709060AFBEA8},GIA309446827,760343270453,27045,,Bike - Parts - Frame parts,Giant - Derailleur Hanger - Rear - Fcr - 07,giant,,,TRUE,Bike - Parts - Frame parts
{F5EDA8E6-9884-417A-A703-70927AEBCD4E},BRE33437551K,5055308113582,DMR-G-BREN-THICK-K,,Bike - Parts - Grips and Tape,Dmr - Deathgrip Flanged Grips - Thick - Lock-on - Black,DMR,,,TRUE,Bike - Parts - Grips and Tape
{869DCD5F-6E8B-42DE-8028-710BFE726C80},KHS36698989M,4718251592057,09-582-900,09-582-900 -31.8-MM,Bike - Parts - Frame parts,Bryton - Out Front Mount - 31.8mm,bryton,BLACK,31.8-MM,TRUE,Bike - Parts - Frame parts
{5383932C-FDE8-4F53-AD40-726633A7F91B},572184,601479914951,572184,572184,Bike - Parts - Seatposts,Bontrager - Part Bontrager Line Dropper Key - Way - Kit,Bontrager,,,TRUE,Bike - Parts - Seatposts
{7C010C5E-F7EE-49C2-909E-727E2B52962F},549413,689228320420,Y5Y898060,,Bike - Parts - Derailleurs,Shimano - Der Pulleyrd-9070 11-speed - Dura - Acegdetnsn,Shimano,,,TRUE,Bike - Parts - Derailleurs
{97C65F0D-1BA9-4C1B-9069-72B7B46CA8A5},579250,710845813825,11.6418.001.001,,Bike - Parts - Tools,Sram - Dub Bb Preload Adjuster Kit,Sram,,,TRUE,Bike - Parts - Tools
{8F5EBDD8-0D14-4F92-A460-731BB4E49145},579286,601842029671,579286,579286,Bike - Parts - Tires,Bontrager - Bontrager Xr4 Team Issue - 29x2.60 - Tlr,Bontrager,,,TRUE,Bike - Parts - Tires
{D940609B-52ED-4CFD-A434-732D5C72F8AF},75681,763477101334,GP-2,,Bike - Parts - Tools,Park Tool - Glueless Individual Patch Kits,Park Tool,,,TRUE,Bike - Parts - Tools
{C9E72423-C27F-4C18-A594-73462EFCB6FE},601136,766759001018,ML01018,,Bike - Parts - Chains,Kmc - Connector - 5.88mm - 2card,Kmc,,,TRUE,Bike - Parts - Chains
{AD329840-09F1-4DB5-A754-73FDC63513E7},BOT45395561L,689228326453,EBBES300I13,,Bike - Parts - Bottom Brackets,"Shimano - Octalink Bottom Bracket - Bb-es300 - 70mm, - 113mm",shimano,,"70MM, 113MM ",TRUE,Bike - Parts - Bottom Brackets
{CC803CDC-D1D3-4B19-B1A5-748BD6FB1968},R5544856855N,689228392212,Y8PP98060,,Bike - Parts - Brakes,Shimano - Road Brake Pad Replacement Inserts For Carbon Rim - R55c4-a - 24-28mm,shimano,,R55C4-A,TRUE,Bike - Parts - Brakes
{7DFCE9C5-75E5-42EB-AC5A-75676AF202D6},20042658681O,710845808777,00.4315.032.646,,Bike - Parts - Tools,Rockshox - Hour1 Year Service Kit 18 Pike B1 - Charger2 - Solo,rockshox,,,TRUE,Bike - Parts - Tools
{42E8632E-79D4-4003-B802-75E540FA8CA0},75191,763477000293,AWS-10,,Bike - Parts - Tools,Park Tool - Hex Wrench Set Aws-10 - Blue,Park Tool,,,TRUE,Bike - Parts - Tools
{6050A39D-8CBE-45B1-99FD-75F1E953663C},688465,846635012687,688465,688465,Bike - Parts - Tires,Electra - Electra Cruiser Vintage Diamond 26 X - 2.35 - Cream,Electra,,,TRUE,Bike - Parts - Tires
{C302CC0E-8569-43DC-8D72-761A3F8DB2E5},JAG789388751,4715910005507,DCA001,BR7800,Bike - Parts - Brakes - Pads,"Jagwire - Sport Semi-metallic Hydraulic Disc Brake Pads - Hfx-9, - Mag, - Mx1",jagwire,,"HFX-9, MAG, MX1",TRUE,Bike - Parts - Brakes - Pads
{30E260A4-7C64-4CC7-9B4E-764E58785A3A},5289289,710845848353,00.4318.045.002,,Bike - Parts - Suspension,Rockshox - Dust Wiper Kit - 32mm Flanged Low Friction 5mm And 10mm Foam Rings,Rockshox,,32MM,TRUE,Bike - Parts - Suspension
{F406A213-6834-4B2C-8961-766CB8C5DD22},BIK35672591M,,#BL0M1,#BL0M1,Bike - Parts - Grips and Tape - Grips,Bike Works - Works - Works - Screw-on Grips - Blue/black - 130mm,bike works,Blue/Black,,TRUE,Bike - Parts - Grips and Tape - Grips
{83F95A6D-3315-46A6-BE50-767D25D5DF2D},582230,601842078440,582230,582230,Bike - Parts - Tubeless Accessories,Bontrager - Bontrager Tlr Tire Sealant Display Box 12 - X - 3oz,Bontrager,,,TRUE,Bike - Parts - Tubeless Accessories
{C9942B46-7C9F-4DDA-A5C0-7688B1EC364A},FOR24488261R,821973387321,803-01-493,,Bike - Parts - Suspension,Fox - Part Fox Dust Wiper Kit Flangeless - 38mm - Black,Fox,Black,,TRUE,Bike - Parts - Suspension
{ADE802B1-5D35-497E-A347-768BB98F1853},433291,192790818108,ISMRT86L2,,Bike - Parts - Brakes - Disc,Shimano - Brake Rotor Disc Sm-rt86 203mm 6-bolt,Shimano,,,TRUE,Bike - Parts - Brakes - Disc
{B12CD027-A7D3-4B76-A7B0-769680EC2C32},HAY48686514T,844171001509,98-21976,842190512,Bike - Parts - Brakes - Pads,Hayes - Stroker Ryde Semi-metallic Disc - Brake - Pads,hayes,,,TRUE,Bike - Parts - Brakes - Pads
{A28951A2-77F4-437D-A576-76A4A57F2246},432454,601479178650,432454,432454,Bike - Parts - Tubes,Bontrager - Bontrager Standard 700x28-32c 27x1-18-1-14 - Sv - 48mm,Bontrager,,,TRUE,Bike - Parts - Tubes
{4BE1F450-D622-4D06-9A66-76BE215B0B9D},TOO3520772R,641300163981,K2016398,5265137,Bike - Parts - Tools,Crankbrothers - Crankbrothers M13 - Multi-tool - Silver,Crankbrothers,,,TRUE,Bike - Parts - Tools
{2212EA9C-B98F-47E8-B661-77C4FBCC3762},415459,601479080199,415459,415459,Bike - Parts - Tubes,Bontrager - Bontrager Standard 26x2.50-2.80 Presta - Valve - 48mm,Bontrager,,,TRUE,Bike - Parts - Tubes
{665ED3A2-7288-4805-A58C-783DC8C94D22},BRE33945887M,5055308116958,DMR-G-BREN2-THIN-GU,DM2933,Bike - Parts - Grips and Tape - Grips,Brendog Flangeless Deathgrip Thin - Gum,,,,TRUE,Bike - Parts - Grips and Tape - Grips
{D6935322-235A-4C45-AF55-78465F144DE1},W581273,601842089378,W581273,W581273,Bike - Parts - Seatposts,Trek - Part Trek Domane Isospeed Cover Matte - Dnister - Black,Trek,,,TRUE,Bike - Parts - Seatposts
{995D36ED-B5E1-46E3-92EF-784DE1B432D0},5253130,710845853050,00.2418.109.000,,Bike - Parts - Cassettes & Freewheels,Sram - Cass Sram Xg1175 10-52 Xd - 12s - Bk,Sram,,,TRUE,Bike - Parts - Cassettes & Freewheels
{D31AECE0-541D-4B4E-85B0-785204400DD7},BEA438302562,072774190881,6000-2RS,19088,Bike - Parts - Bearings,Sunlite - Sunlt Cartridge 6000-2rs - 10ix26ox8w - Bgof2,sunlite,,,TRUE,Bike - Parts - Bearings
{F63FA591-D8DE-42F6-AD8F-78DC59A1408A},BRA41924689O,689228637450,ISMBH59SBL170,,Bike - Parts - Brakes - Levers,Shimano - Hose Sm-bh59-sb Black 1700 - Straightbanjo,shimano,,,TRUE,Bike - Parts - Brakes - Levers
{BE8E53C2-7D7B-4C2A-B5FF-78FA2F881929},527847,710845771743,00.7018.208.002,,Bike - Parts - Shifters,Sram - Gx Trigger Rear Shifter - 10sp,Sram,,10SP,TRUE,Bike - Parts - Shifters
{DFDE17AA-EF36-45AB-A56F-7A3E6622E3C0},506132,601479217960,506132,506132,Bike - Parts - Cables & Housing,Bontrager - Bontrager Comp Shift 100 Count - Bulk - Box,Bontrager,,,TRUE,Bike - Parts - Cables & Housing
{0E82EAE0-0B4E-4CCA-80EB-7A4E548A1A1A},432302,601479176779,432302,432302,Bike - Parts - Tires,Bontrager - Bontrager Connection Trail 29 - X - 2.00,Bontrager,,29 X 2.00,TRUE,Bike - Parts - Tires
{37A9B424-BD88-403D-8216-7ACFF0A80051},JAG45802601R,4715910041093,DCR042,BR1310,Bike - Parts - Brakes - Disc,"Jagwire - Sport Sr 1 Disc Brake Rotor - Silver - 140 - Mm, - 6-bolt",jagwire,Silver,140 MM 6-BOLT,TRUE,Bike - Parts - Brakes - Disc
{0D8EEFB9-E88E-4792-8374-7B39427F2474},W529223,601479565252,W529223,W529223,Bike - Parts - Suspension,Trek - Part Trek Mino 2017 - Black - Small,Trek,,,TRUE,Bike - Parts - Suspension
{5342764E-C21C-46E3-AACC-7B5702413ABC},AVI665388997,765250690073,,,Bike - Parts - Brakes - Pads,Avid - Pad Avid Juicy/bb7 Disc Standard - Compound - Pair,Avid,Brown,,TRUE,Bike - Parts - Brakes - Pads
{BA8B6A89-E29E-48FB-865E-7B9590E0FEB1},JAG82169364E,4715910039090,DCA799,BR0434,Bike - Parts - Brakes - Pads,"Jagwire - Sport Organic Hydraulic Disc Brake Pads - Sram Red 22 B1, Force 22, Cx1, Rival 22, - S700 - B1",jagwire,,,TRUE,Bike - Parts - Brakes - Pads
{FFECE3C8-38A3-4488-B7D3-7C1126CAEC01},5270771,836572002070,901-AN,,"Bike - Parts - Screws, Bolts and Fasteners",Wheels Manufacturing - Outer Axle Nuts9.0x1 1 - Per - Bag,Wheels Manufacturing,,,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{7210D8E0-1260-42E0-99A6-7C25B29AE05E},1042546,847746052654,TP0002,,Bike - Parts - Tubes,Stan's Notubes - Notubes - Tool Tool Plus 2 Darts - Blacksilver,Stan'S Notubes,,,TRUE,Bike - Parts - Tubes
{3239F6BD-FC79-4FA2-B4BE-7C5A04A7986B},66943,745889092080,66943,66943,Bike - Parts - Tubes,Bontrager - Bontrager Standard 12-12x2-14 - Schrader - Valve,Bontrager,,,TRUE,Bike - Parts - Tubes
{528298BC-B99E-4EB0-A24A-7C7AC314BEDB},QBP365746658,848712067290,B37877,,Bike - Parts - Tires,Vee Tire Co. - Tire Co. - Gem - Tubless Tire - 24 - X - 2.8,vee tire co.,TUBELESS,24X2.8,TRUE,Bike - Parts - Tires
{C0DDAB51-84DC-4B06-9540-7C7F22151764},64783,745889071504,64783,64783,Bike - Parts - Tubes,Bontrager - Bontrager Standard 26x1.25-1.75 Presta - Valve - 48mm,Bontrager,,,TRUE,Bike - Parts - Tubes
{AF2E5421-714D-4737-8EF7-7CD424420EE2},SEL36606483S,400310069542,390-2001,,"Bike - Parts - Screws, Bolts and Fasteners",Full Speed Ahead - Speed Ahead - Crank Bolt 24mm - Nbd - Cranks,full speed ahead,,,TRUE,"Bike - Parts - Screws, Bolts and Fasteners"
{1E3D60FC-A02D-4258-B523-7CD553710EBB},5273584,601842778753,5273584,5273584,Bike - Parts - Tires,Bontrager - Bontrager R4 Classics Handmade - Clincher - 700x28c,Bontrager,,,TRUE,Bike - Parts - Tires
{1FD98715-EB4B-4AD2-94A1-7CF69DD69EB9},541745,847746065593,ST0068,,Bike - Parts - Tubeless Accessories,Stans - Tubless Tire Sealant - 16oz,Stans,,,TRUE,Bike - Parts - Tubeless Accessories
{0EFF9D73-A9F7-421B-86CC-7D4DAED351F4},MIC46702848T,657993171417,Y-RD201,RD0226,Bike - Parts - Cables & Housing,Microshift - Rear Derailleur Barrel - Adjuster - Kit,microshift,,,TRUE,Bike - Parts - Cables & Housing
{036F5C5D-0AE0-4122-88E0-7D583B77FF82},5291940,811079024626,DROPOUT-326,,Bike - Parts - Derailleurs,Wheels Manufacturing - Hanger - Dropout - 326,Wheels Manufacturing,,,TRUE,Bike - Parts - Derailleurs
{B0309581-2EF5-4352-B583-7E83BA79121A},W587161,601842215678,W587161,W587161,Bike - Parts - Grips and Tape,Trek - Trek Kids' 92125mm - Trek - Black,Trek,,,TRUE,Bike - Parts - Grips and Tape
{593BDBE9-3696-4AE6-81EC-7E93AFB5E7CB},562742,022255354042,KSMDBOILO,,Bike - Parts - Brakes,Shimano - Mineral Oil1 Litr Bottle 33.8 Oz. - 1 - L,Shimano,,1 L,TRUE,Bike - Parts - Brakes
{4720356F-13D0-44B0-8718-7ED7E0B13C0D},432293,689228299450,IIRDM786GSL,,Bike - Parts - Derailleurs,Shimano - Xt Rd-m786-gs Medium Cage Rear Derailleur - 10 Sp,Shimano,Black,10 SP,TRUE,Bike - Parts - Derailleurs
{E5C248D7-9FE4-41B1-8E8F-7F1FBDDDF3F1},QTU53420516E,708752053984,529003C9,TU5730,Bike - Parts - Tubes,Teravail - Tubes - 22 X 1.75 Tube - Schrader - Valve,teravail,,22 X 1.75,TRUE,Bike - Parts - Tubes
{22599D46-639D-47C7-ABF4-7F54DFE5D827},MOU47663834N,192790506128,ESMMAF180PP2A,ESMMAF180PP2A,Bike - Parts - Brakes - Disc,Shimano - Adapter For Disc Brake Caliper - Sm-ma-f180p/p2 - Fixin,Shimano,,,TRUE,Bike - Parts - Brakes - Disc
{AA4DEBB9-A9B5-48EF-A020-7F7572EC90C8},DIM38735271K,708752082489,SAR-32T-BCD104 S.B. BLK,CR1907,Bike - Parts - Cranks & Chainrings,Dimension - 32t X 104mm Middle - Chainring - Black,dimension,,,TRUE,Bike - Parts - Cranks & Chainrings
{7A1577F7-85C4-4F8D-B64F-7FC7DD43B66D},JB239148500M,012172,21666,21666-94-MM,Bike - Parts - Cranks & Chainrings,"Origin 8 - 8 - 9 - Alloy Blade Chainring - 34t, 94mm, - 5 - Bolt",origin 8,34T-5BLT,94-MM,TRUE,Bike - Parts - Cranks & Chainrings
{2435C4F3-E3D3-4485-B194-80B316AF2477},579327,601842031438,579327,579327,Bike - Parts - Electric,E-bike - Part E-bike Rib Powerfly Charge Door - Frame - Bracket,E-Bike,,,TRUE,Bike - Parts - Electric
{C4CC4182-5712-4BDB-9337-80C0EAB0F102},40S24645147K,840226095226,BAA0087,,Bike - Parts - Headsets,"Cane Creek - Creek - Creek - 40 Series Is52/30 Integrated Lower Headset - Black - 1-1/8""",cane creek,,"1-1/8""",TRUE,Bike - Parts - Headsets
{ED108F22-DAF7-4F36-9D9D-81318A7BFDCE},BIK34385525M,,#AL01,#AL01,Bike - Parts - Grips and Tape - Grips,Bike Works - Works - Works - Screw-on Grips - Baby Blue - 130mm,bike works,Baby Blue,130MM,TRUE,Bike - Parts - Grips and Tape - Grips
{665BB090-0AFA-45D9-ACF7-81CB7DB292D0},SEL41440686S,8021890570192,8466DG0A18096,SA0541,Bike - Parts - Saddles,Selle Royal - Royal - Royal Avenue Saddle - Black - Moderate - Women's,selle royal,,,TRUE,Bike - Parts - Saddles
{AE76E6D5-9CA8-4883-AFE8-81D91462CCDD},5270772,836572001646,9524-AN,,Bike - Parts - Hubs & Skewers,Wheels Manufacturing - Nut Steel - 389.5mmx24tpi - Ea,Wheels Manufacturing,,,TRUE,Bike - Parts - Hubs & Skewers
{39595004-53AF-4169-BEFC-81D9FE87FEC7},534753,763477003911,MT-20,,Bike - Parts - Tools,Park Tool - Mt-20 - Multi-tool,Park Tool,,,TRUE,Bike - Parts - Tools
{B67100F2-8EE4-43BB-8389-8221EE3A5118},64789,745889071566,64789,64789,Bike - Parts - Tubes,Bontrager - Bontrager Standard 700x28-32c Presta - Valve - 48mm,Bontrager,,,TRUE,Bike - Parts - Tubes
{9968A695-74A7-4AFF-9BAD-825DB5A3E131},432585,836572000434,DROPOUT-5,,Bike - Parts - Derailleurs,Wheels Manufacturing - Derailleur - Hanger - 05,Wheels Manufacturing,,,TRUE,Bike - Parts - Derailleurs
{6F999E29-C0DE-400E-9BC0-826327A81B79},510193528875,195748039549,,SH01133,Bike - Parts,Five Ten - Ten - Freerider Pro - Sh - 7.5,five ten,,,TRUE,Bike - Parts
{15A50342-7727-473A-885D-82A7EC3DEA91},5253071,192790620404,ESLM31002LB,,Bike - Parts - Shifters,Shimano - Lever Sl-m3100-2l Alivio Left - 2-speed - Rapidfir,Shimano,,,TRUE,Bike - Parts - Shifters
{DD93B76D-7FCF-4432-B4B7-8374FF8F5046},BRA344988143,5021646009917,VX843,11274,Bike - Parts - Brakes - Pads,Clarks - Vx Organic Disc Brake Pads - Vx843,clarks,,VX843,TRUE,Bike - Parts - Brakes - Pads
{2876CC7B-9D73-41CA-9D5A-8380ADBB836F},598494,846635011468,598494,598494,Bike - Parts - Saddles,Electra - Electra Ergo - Welastomers - Black,Electra,,,TRUE,Bike - Parts - Saddles
{8D121272-165F-4F38-B5E7-83A21DE2A78B},5253024,192790447544,ESLM3152LB,,Bike - Parts - Shifters,Shimano - Shifteraltus2spdpod - Sl-m315-2lwogd - Black,Shimano,Black,,TRUE,Bike - Parts - Shifters
{54C86963-136E-47E3-B90A-8407BB880FCE},TMA18724109O,817180020434,26-TMAC-BLK,DY7001,Bike - Parts - Pedals,Deity Tmac Pedals Black Anodized,,,,TRUE,Bike - Parts - Pedals
{92ABDC59-E969-45EC-9AA2-842C2B81D1E0},87831,710845006531,00.0000.200.653,,Bike - Parts - Shifters,Sram - Twist Shifter 3.0 - 8s - Pair,Sram,,8S,TRUE,Bike - Parts - Shifters
{AD530535-F40A-42BC-9771-846E8A6D7575},536958,710845780752,00.3018.117.000,,Bike - Parts - Electric,Sram - Etap Battery Charger - And - Cord,Sram,,,TRUE,Bike - Parts - Electric
{7ADFB278-CB2C-4026-B950-851A084DD09A},WMD415642487,019648,WMDROPOUT-217,WMDROPOUT-217-#217,Bike - Parts - Derailleurs,Wm Dropout-217 '17 Derailleur Hanger #217 Black #217,,BLACK,#217,TRUE,Bike - Parts - Derailleurs
{A177840E-8E68-4CBD-A9F5-8591B51AF274},DIS344828C,760251075393,KS-D630,,Bike - Parts - Brakes - Pads,"Shimano - Stop - Organic Disc Brake Pads - Shimano M960, M965, M966, M975, - M765 - Xtr",shimano,,,TRUE,Bike - Parts - Brakes - Pads
{4A70E2DD-0FE4-43CB-82AB-85E4D92D03BF},SAL276709750,657993126516,QR SPRINGS,QR2101,Bike - Parts - Hubs & Skewers,Salsa - Qr Skewer Springs Bag - Of - 10,salsa,,,TRUE,Bike - Parts - Hubs & Skewers
{0CB6C740-CD05-4AEE-A3D5-8609DD596E13},BRA295602700,7613052135182,N0BA20120S0100,,Bike - Parts - Spokes,Dt Swiss - Swiss - Nipple 14g12mm - Black - Box100,dt swiss,,,TRUE,Bike - Parts - Spokes
{8DC8DEE9-528B-43DC-9B1E-8610C47C8305},BRA358878706,072774120819,BK984STZ,12081,Bike - Parts - Brakes - Disc,Origin8 - Part Or8 Disc Bolts-m5x10 - Torx - Pkof6,origin8,,,TRUE,Bike - Parts - Brakes - Disc
{18517FE8-CC83-49B5-9E47-865C75C29739},MIC72262752E,4710495434728,FD-R539F,FD0106,Bike - Parts - Derailleurs,Shimano - R539 Triple Braze On Front Derailleur - 9 Sp - Shimano - Compatible,shimano,,9 SP,TRUE,Bike - Parts - Derailleurs
{6099E21F-9897-478C-B391-8698A99A52DE},5268104,094664047907,NDCRL-03-R3,5268104,Bike - Parts,Nite Ize - Nite Ize Nitedog Rechargeable Led Collar - Large - Blue,Nite Ize,,,TRUE,Bike - Parts
{B2F04388-83FA-487E-84A1-870B2F30B63A},417160,710845412332,00.6415.004.000,,Bike - Parts - Bottom Brackets,Truvativ - Power Spline Bb Set - 68x108 Alloy Cups,Truvativ,,68 X 108,TRUE,Bike - Parts - Bottom Brackets
{4A6606EC-A424-4BE3-9886-872276260ADB},70041,745889141740,70041,70041,Bike - Parts - Brakes - Pads,Bontrager - Part Bontrager Guide Tube - 90 - Degree,Bontrager,,,TRUE,Bike - Parts - Brakes - Pads
{549E7846-DD08-4CAC-AA42-87A1A1D2F81C},78155,745889206425,78155,78155,Bike - Parts - Tubes,Bontrager - Bontrager Thorn Resistant 26x1.9-2.13 - Schrader - Valve,Bontrager,,,TRUE,Bike - Parts - Tubes
{3C5AA0DC-6B6F-4AEC-A724-8844783484D5},WOL52529886K,810006807868,10432-B,,Bike - Parts - Cranks & Chainrings,Wolf Tooth Components - Wolf Tooth 104 Bcd 32t 4-bolt Drop-stop - B - Black,Wolf Tooth Components,Black,,TRUE,Bike - Parts - Cranks & Chainrings
{5D64A551-DC1C-4DD6-8A7E-88C087E2B419},511084,601479224579,511084,511084,Bike - Parts - Tires,Bontrager - Bontrager Connection Trail Hard Case 26 - X - 2.0,Bontrager,,,TRUE,Bike - Parts - Tires
{37A08D33-0BCE-4F2C-B97E-89008FB815E6},SMS44537369P,192790646947,ISMSH56A,ISMSH56,Bike - Parts - Pedals,Shimano - Cleat Set W/o Cleat Nut Multiple Release Mode - / - P,Shimano,,,TRUE,Bike - Parts - Pedals
{A9B5DE5C-4080-46D7-9EBE-890C64274C0E},W600629,601842564066,W600629,W600629,Bike - Parts - Suspension,Trek - Trek Bolt M10x1x21mm 18.5mm - Head - Black,Trek,,,TRUE,Bike - Parts - Suspension
{0D73AFD5-053C-4566-8D17-893F2CE5ACAD},W509392,768682957745,W509392,W509392,Bike - Parts - Suspension,Trek - Part Trek Bolt M10 X 1 X 18 - Alloy - Black,Trek,,,TRUE,Bike - Parts - Suspension
{90A411F5-03E7-4857-829A-894287566E24},JB132184096M,019802,12335,12335-330-MM,Bike - Parts - Cables & Housing,J&b - 12335 '17 Straddle Cable - Canti - 330-mm,j&b,CANTI,330-MM,TRUE,Bike - Parts - Cables & Housing
{02DCAE32-9580-450F-A284-89556BB87A9D},5253021,192790447520,ESLM3157RA,,Bike - Parts - Shifters,Shimano - Altus Sl-m315-7r Right Rapidfire Plus Shifter - 7s,Shimano,Black,7S,TRUE,Bike - Parts - Shifters
{9775FA08-F41C-4142-8328-896FF4F04AD8},W285875,768682278178,W285875,W285875,Bike - Parts - Suspension,Trek - Part Trek Bolt - M10x1x19 - Alloy,Trek,,,TRUE,Bike - Parts - Suspension
{7349F9EA-F29E-43B6-AB58-89E55C36B09A},W333725,768682832486,W333725,W333725,Bike - Parts - Brakes,Trek - Part Trek Brake Housing - C-clip - Black,Trek,,,TRUE,Bike - Parts - Brakes
{1EAC684A-6966-4B64-A261-8A412D4FCA89},XDC39224616S,796941550895,RC5097,RC5097,Bike - Parts - Hubs & Skewers,Bti - Conversion Kit Wcs Road/cx For 17mm - Axle - Hubs,BTI,,17MM,TRUE,Bike - Parts - Hubs & Skewers
{69CB4613-E95C-4EA0-A411-8BAC1D5A5619},W584134,601842307038,W584134,W584134,Bike - Parts - Frame parts,Trek 2020 Fuel Ex Main Pivot D-nut,Trek,,,TRUE,Bike - Parts - Frame parts
{0C0E04E6-5191-4F67-BC02-8BC87AB171AA},JAG959090747,4715910038734,DCA785,BR0436,Bike - Parts - Brakes,Shimano - Sport Organic Disc Brake Pads - For Shimano S700 M615 M6000 M785 M8000 M666 M675 M7000 M9000 M9020 - M985 - M987,shimano,,,TRUE,Bike - Parts - Brakes
{9CC5AA57-90C1-4BE6-A733-8BC880CB499E},87842,710845002892,00.0000.200.289,,Bike - Parts - Chains,Sram - Cs Pg-950 11-32 - 9 - Speed,Sram,,,TRUE,Bike - Parts - Chains
