ID,SKU,UPC,MPN,VPN,Category,Description,Brand,Color,Size
{79E3DDA7-4AB3-4EF4-AE4E-34F8F443ABCF},SP412465521M,689228194519,Y60098580,Y60098580,Bike - Parts - Cables & Housing,Shimano Shift Housing SP41 BLACK 50M,Shimano,,
{5E71FF9E-8EAA-44A5-BC1C-356A72687405},598647,821973353555,PD20CHEBLK,,Bike - Parts - Pedals,"Raceface - chester platform composite pedals - black - 9/16""",Raceface,Black,9/16
{7594DD8A-B492-431F-9396-35766CA5A35C},280817,689228108165,ISMMAR180PSA,,Bike - Parts - Brakes - Disc,Shim Disc adptrrear 180 is for post caliper to is frame 18 mm,Shimano,,18 MM
{F999E285-F389-4608-B785-3691DB9E899A},TEK50712452K,4717592003383,ABBL000220,,Bike - Parts - Brakes - Levers,Tektro 316ag mini v-brk lvrrr 81gforgedrearbmxblack black,tektro,Black,
{4E3186CF-A462-4CB9-9E46-371C3944E45A},5253212,601842619889,5253212,5253212,Bike - Parts - Tires,Tire Bontrager se6 team issue 29x2.50 tlr,Bontrager,,
{8A175C15-9872-4220-B614-3785A8C09AA8},SHI7043197K,192790447308,EMT501EJRRXMA170,BR0728,Bike - Parts - Brakes - Disc,Shimano Deore BL-MT501/BR-MT520 Disc Brake and Lever - Rear Hydraulic Post Mount Black,Shimano,,
{70921D63-E393-4143-89FE-37D6992D3312},1040172,810026604003,60400,,Bike - Parts - Tubeless Accessories,Orange Seal - tubeless tire sealant with twist lock applicator - 4 oz,Orange Seal,,4 OZ
{40649756-833B-4A5B-9D42-38624FE92464},KMC34435898Y,766759709563,CN09563,,Bike - Parts - Chains,X9 Chain 9sp NP/GY,,,
{234137CA-2D73-4B67-92F9-386E4D50E63B},ULT30939986S,5037835204865,20087,,Bike - Parts - Tubeless Accessories,Ultimate Tubeless setup kit - dhplus,muc-off,,
{F78CC33D-1C18-4952-AAD9-387DC728049F},SHI42704102R,689228390898,ESLTZ5006RA,SL0312,Bike - Parts - Derailleurs,Shimano Tourney tz500 6-speed right thumb shifter,shimano,,
{FCBD1411-8C81-46A9-91C1-38E635464D69},ODY23969519K,630950914401,B-283-BK,BR9231,Bike - Parts - Brakes - BrakeSet,Odyssey Evo 2.5 u-brake black,odyssey,,
{E87ABC85-9526-4F1D-9D5F-38F77E003276},572657,601479925117,572657,572657,Bike - Parts - Electric,E-bike Part trek bosch powertube battery handle,Trek,,
{4289A623-30A6-47D0-9724-394B648647BD},SRA27711885P,,00.7015.093.030,,Bike - Parts - Shifters,Sram - x3 trigger shifter pair - 7sp,sram,,3X7SP
{50464058-AB64-48AF-AFF2-396251E47826},426433,710845642036,00.5315.023.030,,Bike - Parts - Brakes - Pads,Disc Pads 11 code 4-piston - organicsteel pair,Sram,,
{F79FA85A-8F2C-4305-B7D2-39BC61A4FA89},411840,601479050185,411840,411840,Bike - Parts - Tubes,Tube Bontrager standard 26 x 1.75-2.125 presta valve 33mm,Bontrager,,
{68B06FD3-888F-40F2-BE90-39DFCF42E1D3},QBP384986551,005502,FS2131,FS2131,Bike - Parts - Derailleurs,QBP Fs2131 '17 derailleur hanger 131 black #131,QBP,BLACK,#131
{37F26B11-774A-4D4B-B9FD-3AA91C535E47},SHI72292444K,192790875248,,,Bike - Parts - Brakes - Levers,Brake Shimano BL-MT501/BR-MT500 Hydraulic Disc BK Rear/Right,Shimano,Black,
{CAEE9AF2-214E-4A6C-9C8C-3AD4991B0A6B},SRA64684170T,710845718397,11.7518.014.000,DP5996,Bike - Parts - Derailleurs,SRAM XX1 X01 X1 Rear Derailleur Torx 25 Upper B Bolt and Limit Screws parts Kit,SRAM,,
{835C3097-1D1B-427A-93CA-3AEBD94834BE},LOO42116078T,3611720145000,18235,PD0394,Bike - Parts,Look - x-track multi directional easy cleats,look,,
{C2E3786F-A969-4B7D-A995-3B1BD399A46B},CON694393895,4019238080735,,TR8190,Bike - Parts - Tires,Continental Xynotal Tire - 29 x 2.40 Tubeless Folding Black Soft Downhill Casing E25,,,
{31291896-9797-4EEC-893F-3B1DAFB19AE2},78153,745889206401,78153,78153,Bike - Parts - Tubes,Tube Bontrager thorn resistant 20x1.9-2.125 schrader valve,Bontrager,,
{10865EAF-122A-47EE-9EC4-3B50592B4F64},SHI69144523R,192790451961,ESMRT64MEC,,Bike - Parts - Brakes - Disc,ROTOR FOR DISC BRAKE SM-RT64 DEORE M 180MM W/LOC,Shimano,,
{8B9D1B71-D7E1-4244-BC8C-3BCE5FD2AF03},STA36790350M,847746012719,ZH0802,HU2734,Bike - Parts - Cassettes & Freewheels,Stan's Notubes - neo hub cassette spacer - 1.8mm,stan's notubes,,1.8MM
{A1D5F9D9-C4B0-4928-AEE7-3C06400F4A0B},582046,847746009870,AS0089,,Bike - Parts - Tubeless Accessories,Valve Core replacement presta,Stan'S Notubes,,
{E59CCA7F-5739-4B40-B7D6-3C2D16E22D65},JB7405127315,013681,740489-F,740489-F-26x1.5,Bike - Parts - Wheels,"J&b 740489-f '16 26"" alloy front wheel blk frnt 26x1.5",j&b,BLK FRNT,26X1.5
{AFE2D935-84C5-4B5E-9646-3C548C58EB49},DEF17784766T,817180024678,26-DF TRP-MT,,Bike - Parts - Pedals,Deftrap Pedals mint,deity,,
{63FE05C8-01D6-4500-AEAD-3C7C26554B92},BRE35738012K,5055308116965,DMR-G-BREN2-THIN-K,,Bike - Parts - Grips and Tape - Grips,DMR DeathGrip Flangeless Grips - Thin Lock-On Black,DMR,,
{5A861728-FA84-4F89-94CB-3C7C4C67AF6B},CHA49356357F,710845808524,11.6218.030.250,,Bike - Parts - Cranks & Chainrings,"Sram - gx eagle chainring - black - 12sp, 30t, 6mm offset - x-sync direct mount",sram,Black,"12SP, 30T"
{612029AF-5064-4BAA-8A6E-3CFC531098CF},FWS27813966P,072774184965,FW316CPX,18496,Bike - Parts - Brakes - Pads,"Sunlite - easy off single speed freewheel - 18t, 32mm",sunlite,,"18T, 32MM"
{A927585D-851B-4461-8540-3D04B19E063E},SHI46748435N,689228473270,Y5RS98010,,Bike - Parts - Derailleurs,Shimano - slx rd-m7000 rear derailleur pulley set - 11 sp,shimano,,11 SP
{594841EF-2848-4D3B-96F0-3D095410B56A},LEV29341353A,844171001455,98-21971,,Bike - Parts - Brakes,Hayes - stroker ryde brake lever pivot pin kit,hayes,,
{2E4FC724-F45E-41D0-A1BD-3D6541FACA29},JAG71943483P,4715910025239,DCA074,BR0064,Bike - Parts - Brakes - Pads,"Jagwire - sport semi-metallic hydraulic disc brake pads - marta '09+, louise '07, julie hp",jagwire,,"MARTA '09+, LOUISE '07, JULIE HP  "
{718638CA-6922-4502-B2A9-3DC6FF62A283},598644,821973353586,PD20CHEMAG,,Bike - Parts - Pedals,Chester Composite pedals magenta,Raceface,,
{AEEFA6A3-F32D-465C-81A3-3DEDA8A504D7},MIC46296338K,086699936943,93694,TR7892,Bike - Parts - Tires,Michelin Protek cross tire - 26 x 1.85 clincher wire black,michelin,,
{43A46790-5B45-427F-9A53-3E055CDC7CCB},543010,710845788505,00.2518.023.011,,Bike - Parts - Chains,"SRAM X01 Eagle Chain - 12-Speed, 126 Links, Silver",Sram,,
{C977006D-2910-4066-83FA-3E49C49C29B1},QBP38318962R,011711,BR6848,BR6848,Bike - Parts - Brakes,QBP Br6848 '15 disc brake lever parts resrvoir,QBP,RESRVOIR,
{0C25B7DC-76CC-4116-8454-3E54CDB812E4},JAG67231114M,4715910021163,71SS4445,CA4414,Bike - Parts - Cables & Housing,Jagwire - sport slick stainless derailleur cable - 4445mm,jagwire,,4445MM 
{310A8CA7-F6DE-4069-BB69-3EEEF194869E},MIS41516478D,016363,TRADEOUT,TRADEOUT-11-SPEED,Bike - Parts - Cranks & Chainrings,"Misc Tradeout - x-sync chainring - 11sp, 32t",,BLK-32T,11-SPEED
{9A8E8C76-262A-493A-95C6-3F31960EC56D},BRA36312697O,601479319244,520555,520555,Bike - Parts - Brakes - Pads,Brake Pad campagnolo black prince race pro,Bontrager,,
{2B23FC5A-B6D1-4B23-8355-3F37BCE70C52},RIT37781214R,796941551434,55050007037,FW0188,Bike - Parts - Hubs & Skewers,Ritchey Zeta/GX WCS Freehub Body - Ratchet XDR,Ritchey,,
{1E1D89CD-CB99-4245-9192-3F679C241BE0},CHA30966514K,072774162215,TL496BKB,16221,Bike - Parts - Tools,Black Ops - chain tension adjuster - 14mm axles,black ops,Black,14MM
{37573E7C-350F-4924-AB18-3FD42DAAF21F},PRO6774590S,657993207352,PM203F,BR9642,Bike - Parts,Promax Post mount disc brake adapter for post mount framefork fits 203mm rotors,promax,,
{C8576924-6B32-4374-BAAF-3FFB5D87CD55},DMR28719454N,5055308116897,DMR-G-BREN2-THICK-K,,Bike - Parts - Grips and Tape - Grips,Brendog Flangeless DeathGrip  Thick - Black,,,
{43592FAB-BBFB-45BA-9EF2-402A73003A11},SHI56584855R,689228393110,EFDR2030X,,Bike - Parts - Derailleurs,"Shimano - claris fd-r2030 derailleur - 8s, triple 34.9mm w/ adaptor for31.8 and 28.6 front derailleur",shimano,Series Color,
{4F241A85-6CA4-446A-9248-40769054DE03},5284668,710845862373,00.5018.176.005,,Bike - Parts - Brakes - Disc,Rotor Sram hs2 2-piece centerlock rounded rotor 180mm silver,Sram,,
{40003130-A588-4A2B-936B-40B1B1210FE9},JB8413655015,4717784021454,894715,,Bike - Parts - Tires,Maxxis - overdrive elite belted wire tire - 20 x 1.35,maxxis,BLK-WIRE,20X1.35
{71504867-620A-4719-BF15-40DE8C9A5D33},SEA41542866T,601842943090,5316451,5316451,Bike - Parts - Seatposts,Seatpost Part Bontrager Line Dropper Keyway Kit,Bontrager,Grey,
{68CDD79D-8CAC-48DF-8C29-413F671083CF},QBP316424951,003884,FS2411,FS2411,Bike - Parts - Derailleurs,QBP Fs2411 '17 derailleur hanger #11 #11,QBP,,#11
{D634B3C4-E70C-458A-87EC-41474BCF8D5C},260303,601479019007,260303,260303,Bike - Parts - Seatposts,Seatpost Part bontrager clamp 31.9-32.5 qr m6 carbonfriendly,Bontrager,,
{FE8117DA-9F52-4372-93CB-41613D73B25C},540755,601479565191,540755,540755,Bike - Parts - Suspension,Suspension Part trek upper shock mount kit 2017 black,Trek,,
{534A1982-66D0-40CA-AFBB-41A72AAEC451},1052528,689228881495,EMT200KRRXRA170,,Bike - Parts - Brakes - BrakeSet,"Shimano - hydraulic disc brake - bl-mt200/br-mt200 - right, 1700mm",Shimano,Black,"1700MM, R"
{8A796555-1CFD-4BEB-8C25-4310B265AFE4},567599,601479868018,567599,567599,Bike - Parts - Cables & Housing,Housing Bontrager elite shift 5mm x 50m box black,Bontrager,,
{EDA3ADF9-D9F2-466D-9158-4383534DE439},TEL42478006E,812367016491,07590,,Bike - Parts - Seatposts,Tellis Dropper seatpost 170mm 30.9x507mm w1x leve,sdg,,
{4C30F255-C430-44CF-9694-43A18F3877B0},WOL66435027R,812719021807,SST-10430,CR0282,Bike - Parts - Cranks & Chainrings,"Wolf Tooth - drop stop chainring - stainless steel - 30t, 4 bolt, 104 bcd",wolf tooth components,Silver,"30T, 4 BOLT, 104 BCD "
{452F0378-9251-48B5-A850-43AE836C6726},JB3379433205,004247,35586,35586-45/45,Bike - Parts - Wheels - Accessories,J&b 35586 '18 bearing head 1-1/8 45/45 blk1-1/8 45/45,j&b,BLK1-1/8,45/45
{C0232B34-DD62-4C39-B0DE-441E650B68A4},MAX57184858D,4717784040899,TB00421100,TR1872,Bike - Parts - Tires,Maxxis Overdrive Excel Tire - 700 x 47 Clincher Wire Black SilkShield,Maxxis,,
{A1F800D3-3281-450E-B142-4449F5A9252B},419645,689228096547,Y8BM9803A,,Bike - Parts - Tools,M70t4 Br shoe with nut and washer,Shimano,,
{B1B71711-4859-49F5-95B0-44769689A905},BLA40854520K,768686065705,7085528,,Bike - Parts - Tubeless Accessories,Blackburn - plugger tubeless tire refills - black,blackburn,No Color,
{918FD7AF-30D9-4E7D-8A72-44EA629BF952},20R34667938R,765250192010,11.5319.201.000,,Bike - Parts - Brakes - Pads,20-r Threaded brake pads black - box50 pair,avid,,
{583C8C58-D9B9-49F3-8143-45A13C87CEA0},DIS39637172L,689228880672,EMT2012KRRDRA170,,Bike - Parts - Brakes - Disc,"Shimano - altus hydraulic disc brake assembled set - bl-mt201/br-ur300 - rear, 1700mm",shimano,,"REAR, 1700MM"
{7CE67759-5E2F-4F98-A710-467E3F8F2828},1040179,810026604102,60410,,Bike - Parts - Tubeless Accessories,Orange Seal - endurance tubeless tire sealant with twist lock applicator - 4oz,Orange Seal,,4OZ
{FC2E3595-DFBD-468B-9771-46C0BADBCB3D},87839,710845006500,00.0000.200.650,,Bike - Parts - Shifters,Sram - mrx comp 6sp rear grip shifter,Sram,,6SP
{5F971C5B-5883-47CA-B625-472531410B79},1048792,601842451892,,1048792,Bike - Parts - Brakes - Disc,Rotor Tektro tr160-24 160mm 6-bolt,Tektro,,
{EFC2B83B-8C50-44B2-9B69-47B2F28BD298},541747,847746019763,ST0071,,Bike - Parts - Tubeless Accessories,Stans - notubes tubeless tire sealant - 2 oz,Stan'S Notubes,,
{3A3C664B-4DD5-46C5-B9E5-4875D103D619},430699,601479164974,430699,430699,Bike - Parts - Tubes,Bontrager - Tube Standard PV84 - 26 x 2.00-2.40 ,Bontrager,,
{B3BD6C83-49D1-49BA-8802-48A1BC29B0AC},582849,710845813047,00.5018.037.027,,Bike - Parts - Brakes - Disc,Rotor Cntrln cl 200mm black rounded,Sram,,
{C5712EB2-64A0-4691-9AA9-49387FC99D4C},JB231663895T,003276,2229'16,222916-,Bike - Parts - Cranks & Chainrings,"Sunlite - chainring - 46t, 5 bolt",sunlite,,46T-5BLT
{6F3219FA-BDF4-424A-8D0C-49692B5D3684},559738,710845798245,00.5018.110.000,,Bike - Parts - Brakes - Levers,Sram - code a1 r disc brake and lever - front hudraulic post mount,Sram,,
{D2BA058F-75FD-4081-8E39-49B2F35B373E},SHI42777357R,192790443881,ICNM8100138Q,,Bike - Parts - Chains,Shimano Xt cn-m8100 chain - 12-speed 138 links silver,shimano,,
{F8018772-7626-42C6-BDDF-49C7B43BA74A},JAG54472962R,4715910039298,DCA765,BR2495,Bike - Parts - Brakes - Pads,"Jagwire - sport organic hydraulic disc brake pads - avid bb5, promax render, decipher",jagwire,,"AVID BB5, PROMAX RENDER, DECIPHER"
{91E1FA11-C0BF-4501-A213-49CB7A02FE8E},87834,510845006452,00.0000.200.645,,Bike - Parts - Shifters,Sram Mrx comp shifter set 8 speed rear microfriction front includes stationary grips,Sram,,
{FDFDA408-2200-41D4-8B68-49CD340B5602},578921,601479980734,578921,578921,Bike - Parts - Tires,Tire Bontrager r1 hard-case lite 700x32c,Bontrager,,
{F6498D66-6240-471F-A7DB-4A8D27569A4C},STA30490237K,641300163653,16365,CE2422,Bike - Parts - Pedals,Stamp 2 Small Platform Pedals  Black,,,
{35F89A20-EAB4-494E-B43F-4A9F35B80FF4},STR24747284R,689228325265,Y0E098010,,Bike - Parts - Grips and Tape - Tape,Shimano - ultegra st-r8020 brake lever hoods - black,shimano,,
{31344A2B-5BBE-4688-9843-4ABE67FD57A5},VAL253748990,840226134765,AAD1777,,Bike - Parts - Suspension,Valt Steel coil spring 3.0 x 400,cane creek,,
{62045D56-D708-4A4A-BFAC-4B5B279AC093},5260243,192790378619,ICNHG70111126Q,,Bike - Parts - Chains,Bicycle Chain cn-hg701-11 for 11-speedroadmtbe-bike c,Shimano,,
{8449198A-0445-48F9-A0E6-4B7805316599},SHI29520162R,689228994560,Y8L298060,,Bike - Parts - Brakes - Pads,BR-9000 R55C4 CARTIDGE-TYPE BRAKE SHOE & FIXING BOLTSPAIR,Shimano,,
{0053767B-FF75-465D-8491-4B93BF65B341},DIM41217014L,708752256484,,FW7208,Bike - Parts - Cassettes & Freewheels,Dimension 8-speed 11-30t nickel plated freewheel,dimension,,
{E2E9706B-5BD2-4E35-A896-4C4D353DBC00},MAX57772757D,4717784040394,TB00394200,TR1871,Bike - Parts - Tires,Maxxis Overdrive Excel Tire - 700 x 40 Clincher Wire Black SilkShield,Maxxis,,
{A242A81F-8AA3-4975-8795-4C5B2B001B50},W532573,601479548132,W532573,W532573,Bike - Parts - Hubs & Skewers,Skewer Trek abp 197 x 12mm old 246mm,Trek,,
{5904B1C5-8827-46E6-89E0-4C765E28F67A},BIK37727666M,,#PL0M1,#PL0M1,Bike - Parts - Grips and Tape - Grips,Bike Works - screw-on grips - purple/black - 130mm,bike works,Purple/Black,130
{522DCA86-BF1F-4270-B489-4D276E8BC49F},599448,601842664353,599448,599448,Bike - Parts - Tires,Tire Bontrager h2 comp 700x45c black,Bontrager,,
{13E289EB-184F-4A23-94A1-4D3529BB468E},563602,710845809330,00.5018.115.000,,Bike - Parts,Am Db s900 aero hrd front f20 1100,Shimano,,
{E5EACD67-D1A8-45FA-A53E-4DF958ACC813},431234,183720000205,AS0030,,Bike - Parts - Grips and Tape - Tape,Stan's Notubes - Yellow Rim 21mm tape - 10 yard roll,Stan'S Notubes,,
{27D77DAC-6408-482D-A012-4DFC1E81921D},5292394,192790444208,EPDM8120,,Bike - Parts - Pedals,Pedal Pd-m8120 deore xt spd wo reflector wcleatsm,Shimano,,
{717BFAD8-8EB1-457A-98A9-4F28A91E4F7F},JAG46834824K,4715910021385,JS453RPS,BR0033,Bike - Parts - Brakes - Pads,Jagwire Road Pro S Brake Pad Inserts Sramshimano Black,shimano,,
{7A510CB4-980A-45BA-85F7-4FB46D8CD898},THE76571090K,811120032709,103-06160,CH2221,Bike - Parts - Chains,"The Shadow Conspiracy Interlock V2 Chain - Single Speed 1/2"" x 1/8"" 98 Links Half Link Chain Black",The Shadow Conspiracy,,
{E7EBB304-E1C4-4A5D-BB43-4FB5113546EE},513834,601479243969,513834,513834,Bike - Parts - Tubes,Tube Bontrager standard fat 26 x 4.0-5.0 presta valve 36mm,Bontrager,,
{BD816AB9-4803-42BD-8086-4FDF15886CCF},QBP40597760D,019736,BB4020,BB4020,Bike - Parts - Bearings,QBP Bb4020 '17 bearing retainer kit kit assorted,QBP,KIT,ASSORTED
{CEF56E66-C284-4AB2-B56A-5132774F66D5},598116,763477003683,HCW-16.3,,Bike - Parts - Tools,Park Tool - chain whip pedal wrench - 15mm,Park Tool,,15MM
{481ED1E2-8286-4626-A06F-5174B961BD5B},280673,765250001879,11.5012.949.000,,Bike - Parts - Brakes - Pads,"Sram - avid organic compound steel backed disc brake pads - juicy, bb7",Avid,,
{779A7E29-71E9-42EF-9B1A-51F79D89A1FF},W565811,601842041055,W565811,W565811,Bike - Parts - Hubs & Skewers,Skewer Bontrager thru 12 x 122mm axle length black front,Bontrager,,
{BC3D78FF-FE15-4023-B7EB-52D31E74EFCE},SRA917111532,710845892172,00.7518.174.000,RD0085,Bike - Parts - Derailleurs,SRAM Force XPLR AXS eTap Rear Derailleur - 12-Speed Medium Cage 44t Max Battery Not Included Iridescent Gray D2,SRAM,,
{A56CB469-5201-4B4C-B07F-54114073614B},SEA20742083M,8050040144228,MTB40F,,Bike - Parts - Suspension,Skf - low-friction dust wiper seal kit = fox 40 mm (fits 2005-2015),skf,,40 MM
{B51CBC5D-CC30-486B-BE89-544FD645A323},BLA30972538K,768686067655,7099760,7099760,Bike - Parts,Blackburn Outpost corner bag - black,blackburn,Black,ONE SIZE
{4A61520A-866E-40CD-A0E1-5459D727A56C},SRA714031981,710845837500,00.6118.586.001,CK2184,Bike - Parts - Cranks & Chainrings,SRAM SX Eagle Crankset - 170mm 12-Speed 32t Direct Mount DUB Spindle Interface Black A1,SRAM,,
{18DB63A8-30E6-40F4-81EC-54ACA110215F},CHA24129438K,710845413810,11.6215.091.000,,Bike - Parts - Cranks & Chainrings,"Truvativ - trushift chainring - black/aluminum - 36t, 104mm",truvativ,Black,36T 104MM
{CAEA351C-B3C9-4FFA-AEC5-54DE1F78A461},PRO45413433R,708752133310,YCW-815A,CR1238,Bike - Parts - Tools,Problem Solvers - 8mm hex crank arm fixing bolt cap - pair,problem solvers,,8MM
{2B584D92-A69C-4765-BDFD-554AF349E61B},551358,722589427077,VP-535 1/2 BK,551358,Bike - Parts - Pedals,Pedal Vp grind 1/2 inch black pair,Vp Components,,
{8F69BCC9-BE0D-4A90-AB09-55DA59D697BA},PRO82450787S,657993207154,IS160R/IS180F,BR9632,Bike - Parts,Promax Post mount disc brake adapter for is mount framefork fits 180mm front and 160mm rear rotors,promax,,
{095B53D8-EA1E-431F-AD5F-55FB0B1316BA},87841,710845006524,00.0000.200.652,,Bike - Parts - Shifters,Sram - mrx comp microfriction 3sp front shifter,Sram,,
{634A861C-9DE0-4792-84DB-5674B19F44D6},FOR24279437R,611056143919,803-00-945,,Bike - Parts - Suspension,Fork Part Fox Dust Wiper Kit Flangeless 34mm Black,Fox,Black,
{030A2B1B-5701-451F-9077-5677DEA7C2A7},W542094,601479745067,PD04IBT1700000000000,W542094,Bike - Parts - Electric,Crankset Ride bosch 2 without guard 175mm black,Ride+,,
{FCE04254-B755-4EC4-8353-56F2486DA86B},STA34969064R,641300163622,16362,,Bike - Parts - Pedals,"Crank Brothers Stamp 2 Pedals - Platform Aluminum 9/16"" Raw Silver Large",Crank Brothers,,
{29B3BE8C-49E3-4C98-B585-571BEF93C9E6},BRA48702884M,4717592009651,ABOT000072,,Bike - Parts - Brakes - Disc,Tektro - disc brake hydrolic hose kit comp-ws - black - 1800mm 5.5mm,tektro,,
{9028A781-F973-4550-BBD3-57B340C4956B},87838,710845006494,00.0000.200.649,,Bike - Parts - Shifters,Sram - mrx comp rear derailleur shifter - 7 sp (shimano compatible),Shimano,,7 SP REAR
{CE6FDE25-E4E4-40F7-B2EA-57D2457882AC},XDD26663472S,7630024365989,HWRABM00S3869S,,Bike - Parts - Hubs & Skewers,Dt Swiss - sram xd driver 3 pawl freehub body w/ no end cap -11/12 sp,dt swiss,,11/12 SP
{5B2DB4E7-094C-458A-831F-58395A0FA92C},437939,768682737736,301620,437939,Bike - Parts - Hubs & Skewers,Skewer Trek qr-18 100mm bolt-on front black,Delta,,
{51E3AA16-917C-43B4-8CC7-584286245D85},WMD337321302,009118,WMDROPOUT#12'16,WMDROPOUT#1216-#12,Bike - Parts - Derailleurs,Wm Dropout #12 '16 derailleur hanger 12 #12,,,#12
{835045D2-6C58-4866-A6A3-584AD43ED829},SRA24350349B,,211191,21191,Bike - Parts - Bottom Brackets,Sram - Dub Pressfit 89/92 MTB - BB ,Sram,,89/92
{3F99AC7D-D349-4E3C-905E-58553EBDBB82},427262,689228675629,ECSHG417128,,Bike - Parts - Cassettes & Freewheels,"Shimano - acera cs-hg41 cassette - 7 sp, 11-28t",Shimano,Nickel,"7 SP, 11-28T"
{1BBA8BD3-6190-4389-89BB-58C6D800CF9E},WHE38698416R,836572002049,AXLE-12,HU1625,Bike - Parts - Wheels,Wheels Manufacturing axle 12 9.5 x 26 x 146mm qr,wheels manufacturing,,
{00EAF86E-1FA6-45D4-9A6F-594396711B58},W504671,601479378760,W504671,W504671,Bike - Parts - Derailleurs,Frame Part trek hanger stranglehold black,Trek,,
{8CCF5ECE-B31B-409F-AB28-5945D795A7AC},531122,601479477203,531122,531122,Bike - Parts - Tubes,Tube Bontrager standard fat 27.5 x 3.5-4.8 presta 36mm rv,Bontrager,,
{9180C5A9-9FF2-4632-833B-595B656C1A25},527849,710845771774,00.7018.209.002,,Bike - Parts - Shifters,Shifter Sram gx trigger 11sp rh bk,Sram,,
{0A4B1892-87AA-4D32-833E-59984D940359},63374,840226002309,.ASN0,,"Bike - Parts - Screws, Bolts and Fasteners",Star Nut 1 steel some 1-18 alum,Cane Creek,,
{94C4D9D1-257A-4C7C-9823-59B4E934F223},SHI56881184K,689228413283,IRDT6000SGSL,RD0010,Bike - Parts - Derailleurs,Shimano Deore rd-t6000-sgs rear derailleur - 10 speed long cage black,shimano,,
{A9286D6B-784B-46F7-B8A9-5AC102A43693},W543168,601479576173,IS-2-HBS/42/ACB,W543168,Bike - Parts - Headsets,Headset Part trek knock block headset assembly,Trek,,
{B48BBAF9-46A9-4148-9A8D-5BA2C68914D6},SRA47885616R,710845779343,00.7018.210.000,LD4550,Bike - Parts - Shifters,SRAM eTap Blip Shift Buttons with 150mm Wires Black Pair,SRAM,,
{E3F4CACA-8437-4EAB-B100-5BDA9CB68044},STR22875009G,192790470412,Y0F398030,,"Bike - Parts - Screws, Bolts and Fasteners",Shimano - 105 st-r7020 hydraulic brake shifter bleed screw w/ o-ring,shimano,,
{1BE7F25F-2BCC-472C-BE8D-5C2573A61216},JAG315107820,4715910023242,BSA030,BR7879,Bike - Parts - Cables & Housing,Jagwire 90 degree brake noodle bag10,jagwire,,
{BBE605F8-9693-4325-B011-5C3752BED04B},JB63974835,016520,6356,6356-26x1.75-,Bike - Parts - Rims,J&b 6356 '20 26x1.75-2.125 rim strip blk-20mm 26x1.75-,j&b,BLK-20MM,26X1.75-
{6C452626-576F-48E4-B735-5C89976FD4B9},432586,836572000441,DROPOUT-6,,Bike - Parts - Derailleurs,Derailleur Hanger dropout 6,Wheels Manufacturing,,
{752C62CB-5186-49E1-BD65-5CA421774029},JB7292775348,010814,73824,73824-26x1-3/8,Bike - Parts - Wheels,J&b 73824 '17 zac 20 wheel rear 26x1-3/8,j&b,REAR,26X1-3/8
{E602B025-49C9-498C-9F58-5CEDEA682FF6},SCH31272439M,009867,S-W21150,S-W21150-,Bike - Parts - Derailleurs,Schwinn S-w21150 hg 1 bolt der hanger m,,,
{472BCF10-2AA9-472E-AC98-5CF7DF0B2C8F},BMC28397928R,,,,Bike - Parts - Derailleurs,Bmc - dropout #48 derailluer hanger,bmc,,#48
{E9E491F8-2DD1-4DDF-A23B-5D33F2231C85},553706,763477008848,TWS-1,,Bike - Parts - Tools,Torx Wrench set t9-t40 tws-1,Park Tool,,
{1E898E2F-63CA-4EAC-B2A4-5D5C816F236E},SHI43863702K,689228602243,ESLTX50P7SAT,,Bike - Parts - Derailleurs,Shim Shftrtourney7spdset sl-tx50sis silverblack,shimano,Silver/Black,
{D6C8BF9B-2DF3-42AB-8ECC-5D9D8064D99C},W436111,601479223084,W436111,W436111,Bike - Parts - Tubeless Accessories,Rim Tape bontrager tubeless rim valve road tlr 70,Bontrager,,
{12E7ECFE-CCFB-4AD4-9E0D-5DADCF651AFB},JAG72557660,4715910023761,6009862,CA4416,Bike - Parts - Cables & Housing,Jagwire Sport Shift Cable - 1.1 x 2300mm Slick Stainless Steel For SRAM/Shimano Box of 100,Jagwire,,
{25ECE559-B88B-4D2E-AE46-5DD3B6C29007},5252454,812719026673,AXLE15-110-FX,,Bike - Parts - Hubs & Skewers,Fox Replacement axle 15x110mm - black,Wolf Tooth Components,,
{FEE646FE-5959-4915-BB47-5E653BC24EBB},BLA27647155A,4026495810500,11133427.02,SW6147,Bike - Parts - Tires,"Black Jack Tire 26x2.25"" Black NLA",,,
{EDA8527E-E83C-4682-871B-5E8F85A19DF6},PRO59606359E,708752073609,03-000196,BR0381,Bike - Parts - Tools,Problem Solvers - centerlock to 6-bolt rotor adaptor kit - qr and 12mm axle,problem solvers,,12MM AXLE
{8A7B0764-3E1D-479D-B673-5EC5649CC816},WHE42938842K,601479877614,W566965,W566965,Bike - Parts - Wheels,"Wheel Front Trek J35A/DC20 Rim Brake 24"" 28H QR Black",Trek,,
{EB4E3DCB-CBE9-45E7-8A76-5EF8EB11042D},WMD332107219,009238,WMDROPOUT#79,WMDROPOUT#79-#79,Bike - Parts - Derailleurs,Wm Dropout #79 '15 derailleur hanger 79 #79,,,#79
{C4EA2BEF-9D42-4404-BFC3-5F1697903605},SRA814649782,710845892189,00.7618.176.000,FD0007,Bike - Parts - Derailleurs,SRAM Force AXS eTap Front Derailleur - 2x12-Speed Braze-On Battery Not Included Iridescent Gray D2,SRAM,,
