ID,SKU,UPC,MPN,VPN,Category,Description,Brand,Color,Size
{DFF3FA46-B5A2-4E6F-8FFB-5F3A7E42A628},PRO15274547K,768686252303,,,Bike - Parts,Pro Plugger - black,blackburn,Black,
{D42F66CA-59D6-4764-A2C8-5F4D136CB1B7},582848,710845813030,00.5018.037.026,,Bike - Parts - Brakes - Disc,"Sram - centerline disc brake rotor - center lock, 180mm",Sram,,180MM
{88D24AC4-ED58-4D4E-B209-5FE009A8846B},W439634,601479867615,W439634,W439634,Bike - Parts - Suspension,Suspension Part trek axle abp convert 148 drive black,Trek,,
{5E215312-5186-41E2-AF8F-5FEA75B2EE72},CRA32503374R,400310004758,390-2030,FS0004,Bike - Parts - Cranks & Chainrings,Crank Bolts with Caps JIS-M8 Steel Pair,,,
{D4E36B7F-57DB-4C60-A36E-60419F3C2B2B},564880,601479872916,564880,564880,Bike - Parts - Saddles,Saddle Bontrager boulevard fluid 205mm black,Bontrager,,
{5E2E247C-3E64-4CB7-AD0E-608B9413ABD2},5307005,192790639550,IBPJ04CMFA,,Bike - Parts - Brakes - Disc,Brake Pad shimano metal finned disc pad j04cmf,Shimano,,
{39660D32-AF88-4FBA-99AA-6183C8804ABF},AMA30620071K,710845840135,00.7918.093.000,,Bike - Parts - Derailleurs,Sram - universal derailleur hanger - aluminum - black,sram,,UNIVERSAL
{4E24332E-6D82-4E91-B11B-61C1E19EE34D},AMA15958640R,,,AMA15958640R,Bike - Parts - Derailleurs,Amazon Der hanger,,,
{BF9F96D1-C5CE-4C78-813F-62DB17A9F04E},5253146,710845853487,00.7518.137.000,,Bike - Parts - Derailleurs,GX Eagle 12sp Rear Derailleur Long Cage Lunar,,,
{7DD0D9C9-717C-4C91-BAC6-6334F870F215},FOR49370139M,710845848384,00.4318.045.005,,Bike - Parts - Suspension,RockShox Dust Wiper Kit - 38mm Flangeless Ultra-low Friction SKF 6mm Foam Rings - ZEB A+/2021+,Rockshox,,
{FCCECDB0-DAE9-44A2-8979-63FC4C3FCF7C},5286069,701822997683,29002-V,,Bike - Parts - Tubeless Accessories,Pro Tire insert 29 single with valve,Cushcore,,
{8ADC9C1B-50D6-41A9-9C9A-63FE673A7F29},SRA58319437S,710845772498,11.5018.036.012,BR4956,Bike - Parts - Brakes - BrakeSet,Sram Bulk trail caliper piston seals for guide rrsrsc 10 caliper sets,sram,,
{4AB76CBB-8E93-48EE-A58F-6403B2B9A90E},SHI52773961K,192790386959,ESTEF5002PV8A3,,Bike - Parts - Shifters,Shim Shifteracerasti3x82f st-ef500-2asetshftrbrkblk black,shimano,Black,
{00470FEB-0D62-4BA0-9B80-6438FFD17389},SHI40175568T,689228731066,Y8VY98020,BR8948,Bike - Parts - Brakes - Levers,Shimano Bl-m396 bl-m395 brake lever lid unit left,shimano,,
{88B48D6F-D2F1-4C0D-9149-643ED60B235E},579958,710845818011,00.2418.086.000,,Bike - Parts - Cassettes & Freewheels,"Sram - nx eagle cassette - pg-1230 - 12 sp, 11-50t",Sram,,"12 SP, 11-50T "
{8C7A1CAA-6DFE-4E16-B826-644A20B778BA},527137,689228927278,IRD4700GS,,Bike - Parts - Derailleurs,Shim Rr dertiagrags10spd rd-4700 series color,Shimano,Series Color,
{7BB3E526-C75B-492F-B8D0-645B81B8FC76},MIS326493272,005652,#42,#42-#42,Bike - Parts - Derailleurs,Misc Hanger#42 derailleur hanger #42 #42,,,#42
{CBF42236-768A-48A3-947D-650C20BB55EF},SHI74296928R,192790327419,EBPL05ARFA,,Bike - Parts - Brakes - Disc,Shimano L05a-rf disc brake pad and spring - resin compound finned alloy back plate one pair,Shimano,,
{A99CADE1-92B8-4563-85E7-65DE39229505},560047,689228623347,ICSR800011132,,Bike - Parts - Cassettes & Freewheels,Shim Csstultegra11spd11-32 cs-r8000 gray,Shimano,Gray,
{37EC1CF2-D222-457A-862A-66967C360BB0},596757,192790447315,IM8120JLFXNA100,,Bike - Parts - Brakes - BrakeSet,Shim Disc brkxtftpost blbr-m8120pre-bledi-spec ev series color,Shimano,Series Color,
{E0B67ADB-64D4-46FD-A61C-66A2206C73E3},GA326419467E,4260477068743,42411288,,Bike - Parts - Grips and Tape,Ga3 Grips large - midsummer blue,ergon,,
{AFB2A1BD-E00A-4EE6-9330-6730F1C78DF1},64778,745889138795,64778,64778,Bike - Parts - Tubes,Tube Bontrager standard 16x1.50-2.125 schrader valve,Bontrager,,
{CA3FA521-5C2D-45E0-9945-6764C343EEDA},PED41890685M,192790444185,EPDM8100,EPDM8100,Bike - Parts - Pedals,PEDAL PD-M8100 DEORE XT SPD W/O REFLECTOR W/CLEATSM,Shimano,,
{72F1D315-D645-4943-B0DB-67DC1F32FB89},428058,710845674860,00.5315.035.020,,Bike - Parts - Brakes - Disc,"Sram - organic compound alluminum backed disc brake pads - level, elixir, db",Sram,,
{25083DAB-C32C-4D4B-95E7-6813073920FF},5253015,192790620909,IFDM4100D4,,Bike - Parts - Derailleurs,Shimano - deore 2x10s front derailleur - fd-m4100-d,Shimano,,2X10S
{7B576A1E-2954-40AF-9667-6854C6AA6AF9},280674,765250693005,11.5369.300.500,,Bike - Parts - Brakes - Disc,Disc Pads bb-5 mech - organicsteel pair,Avid,,
{EEE6EC10-FD35-4D80-A5C8-6881B83B7C0D},JB239396715T,710845674846,210851,210851-74/30T,Bike - Parts - Cranks & Chainrings,"Truvativ - fsa road chaining - black - 30t, 74mm, 5 bolt",truvativ,5-BOLT,74/30T
{409701F3-9B2B-4A32-AD8C-68FA54AB5319},527116,689228921283,ERDT3000SGSL,,Bike - Parts - Derailleurs,Rear Derailleur rd-t3000-sgs acera 9-speed,Shimano,,
{F587FE6F-0880-4E19-BA45-690399309CF4},582177,601842090015,582177,582177,Bike - Parts - Tubes,Seatpost Part bontrager line elite dropper multi clamp lever,Bontrager,,
{0ECCDD05-DE35-453C-A10B-6967738C7F1B},1040589,192790447551,ESLM2010LB,,Bike - Parts - Shifters,Shim Shifteraltus3spdpod sl-m2010wogdblack black,Shimano,Black,
{1A2B5E40-1EDE-4C9D-B5F4-698F5E080162},5289291,710845848377,00.4318.045.004,,Bike - Parts - Forks - Suspension,RockShox Dust Wiper Kit - 35mm Flangeless Ultra-low Friction SKF,Rockshox,,
{6A0843A4-3539-4CCB-8AF5-699713969423},TRU449522224,710845408205,11.6215.015.000,CR2385,Bike - Parts - Cranks & Chainrings,Truvativ Trushift 44t x 104mm bcd steel ring black v4,truvativ,,
{9C924C97-09F2-4148-B65B-69C9D96E7011},430313,763477008572,VC-1,,Bike - Parts - Tools,Valve Core tool vc-1,Park Tool,,
{DFB97D24-4BF0-4C10-B1B5-6B3FFBC95A54},BRE35216471K,5055308119379,DMR-G-BREN2-THICK-PN,DM2942,Bike - Parts - Grips and Tape - Grips,Brendog Flangeless DeathGrip  Thick - Pink,,,
{9CDAB5F9-87CC-462B-A04A-6B67D9CB4ADE},MIC79517827E,4710495434193,FD-R539-B,FD0193,Bike - Parts - Derailleurs,"Microshift - rd-r539-b triple clamp mounted front derailleur - 9 sp - shimano compatible, 52-42-30t",shimano,,
{8FBAF64D-DFFF-4886-A874-6B851F4EE37E},TOO37195757K,641300350176,K1500317,77543,Bike - Parts - Tools,Tool Crankbrothers Multi-17 Mini Tool Black,Crankbrothers,,
{CA231BE6-B5AA-4680-A228-6C08D1944034},CHA45454777K,766759057107,ML57107,,Bike - Parts - Chains,KMC MissingLink CL571R 7.1mm Connector - 7 8-Speed Reusable Silver 2 Pairs/Card,Kmc,,
{BB4E5ADF-06D5-4233-9545-6C5F494BBDA7},ROC455252680,710845868351,11.4118.091.839,,Bike - Parts - Suspension,Rockshox Rear shock mounting hardware - 3-piece 12 8 x 40,rockshox,,
{A84453A9-D99D-4A69-A7B3-6CC1ADA6EAD4},004255,5021646008699,12269,,Bike - Parts - Brakes,"Clarks - organic disc brake pads - hayes sole, gx2, gx2, mx2, mx3, mx4",clarks,,VX828
{318D2D6E-2F7A-42D8-99AD-6CD18D02C5E2},ROC436681332,710845767807,00.4118.123.002,,Bike - Parts - Suspension,Rockshox Monarch rl rear shock 6.50x1.50 165x38mm c2,rockshox,,165X38MM
{60BF9C6D-E18B-47A0-AAF8-6D20349D05E7},5265147,601842643990,C2019125,5265147,Bike - Parts - Tires,Tire Continental ultra sport iii pure grip 700x25 folding bk,Continental,,
{C962181C-7400-4106-BBDC-6D56B99189F6},STA30990808K,641300163639,16363,CE2426,Bike - Parts - Pedals,Stamp 2 Large Platform Pedals  Black,,,
{7A628309-4CB6-444D-B85E-6D738F12B28E},ELI27612372A,875850000995,SP-H001,,Bike - Parts - Saddles,"Thompson - elite seatpost saddle clamp replacement nut, bolt, washer set",thomson,,
{AF9DBDEB-68BA-46AB-8390-6DBBA47D894A},JAG44932310K,4715910009000,JS908H,BR0056,Bike - Parts - Brakes - Pads,Jagwire Mountain sport brake pads smooth post black,jagwire,,
{C89CAC85-F9A2-4EA9-A72B-6DC7B5A6D82C},428057,710845674853,00.5315.035.010,,Bike - Parts - Brakes - Pads,Disc Pads xx xo elixir - metallicsteel pair,Avid,,
{EA2987AE-0CF7-45A5-82E5-6E5E94970142},78154,745889206418,78154,78154,Bike - Parts - Tubes,Tube Bontrager thorn resistant 24x1.9-2.125 schrader valve,Bontrager,,
{58881A0A-1365-41E1-9715-6E5F8715C0DC},543462,689228867215,ISLM8000LBP2,,Bike - Parts - Shifters,"Shimano - deore xt sl-m8000-l front shifter - 2x, 3x",Shimano,Series Color,
{43194A5B-E75F-42DC-B601-6E85683F1E15},5254503,710845749629,11.7518.032.000,,Bike - Parts - Derailleurs,Der Part sram pulley x01dh,Sram,,
{B34A6B3F-491F-4B1A-8713-6ED7A049A90F},439463,689228310865,ESLRS45P7A,,Bike - Parts - Shifters,Shim Shifterrevo7 Spd L  R Sl-Rs45Shift Lever Set 09' Silverblack,Shimano,Silver/Black,
{C64CC48E-C960-4480-A13E-6F01A2C5A5DD},429337,766759710361,CN10361,,Bike - Parts - Chains,X10 10sp chain silverblack,Kmc,,
{EB839DF4-5C39-434B-A994-6F17B773142C},BIK29840582M,,#RL01,#RL01,Bike - Parts - Grips and Tape - Grips,Bike Works - screw-on grips - red - 130mm,bike works,Red,130MM
{1073EEC5-842A-42C1-A517-6F8D546BD5A8},FOR24406846R,611056143841,803-00-933,,Bike - Parts - Suspension,Fork Part Fox Dust Wiper Kit Flangeless 36mm Black,Fox,Black,
{DE493DF5-D412-428E-9B23-6F9EE643E214},519516,763477007285,SW 7.2,,Bike - Parts - Tools,"Park Tool - triple spoke wrench - sw-7.2 - 127, 130, 136",Park Tool,,
{5211EB6E-2586-4FF1-BB30-7005E486E234},428277,689228034402,Y8B598040,,Bike - Parts - Brakes - Pads,Shimano - disc resin brake pads - m02 - m555 and spring,Shimano,,
{35CAD713-D952-472F-B12D-705A08A36A32},FTU21433455Z,714636165889,,J069523190,Bike - Parts - Cables & Housing,Ft Upper cable insert 1sz,full tilt,,1SZ
{689A4CCC-FB05-44A4-B30A-709060AFBEA8},GIA309446827,760343270453,27045,,Bike - Parts - Frame parts,Giant - derailleur hanger - rear fcr 07,giant,,
{F5EDA8E6-9884-417A-A703-70927AEBCD4E},BRE33437551K,5055308113582,DMR-G-BREN-THICK-K,,Bike - Parts - Grips and Tape,DMR DeathGrip Flanged Grips - Thick Lock-On Black,DMR,,
{869DCD5F-6E8B-42DE-8028-710BFE726C80},KHS36698989M,4718251592057,09-582-900,09-582-900 -31.8-MM,Bike - Parts - Frame parts,Bryton - out front mount - 31.8mm,bryton,BLACK,31.8-MM
{5383932C-FDE8-4F53-AD40-726633A7F91B},572184,601479914951,572184,572184,Bike - Parts - Seatposts,Seatpost Part bontrager line dropper key way kit,Bontrager,,
{7C010C5E-F7EE-49C2-909E-727E2B52962F},549413,689228320420,Y5Y898060,,Bike - Parts - Derailleurs,Shim Der pulleyrd-9070 11-speed dura acegdetnsn,Shimano,,
{97C65F0D-1BA9-4C1B-9069-72B7B46CA8A5},579250,710845813825,11.6418.001.001,,Bike - Parts - Tools,Sram - dub bb preload adjuster kit,Sram,,
{8F5EBDD8-0D14-4F92-A460-731BB4E49145},579286,601842029671,579286,579286,Bike - Parts - Tires,Tire Bontrager xr4 team issue 29x2.60 tlr,Bontrager,,
{D940609B-52ED-4CFD-A434-732D5C72F8AF},75681,763477101334,GP-2,,Bike - Parts - Tools,Park Tool - glueless individual patch kits,Park Tool,,
{C9E72423-C27F-4C18-A594-73462EFCB6FE},601136,766759001018,ML01018,,Bike - Parts - Chains,Missinglink-cl559r Connector 5.88mm 2card,Kmc,,
{AD329840-09F1-4DB5-A754-73FDC63513E7},BOT45395561L,689228326453,EBBES300I13,,Bike - Parts - Bottom Brackets,"Shimano - octalink bottom bracket - bb-es300 - 70mm, 113mm",shimano,,"70MM, 113MM "
{CC803CDC-D1D3-4B19-B1A5-748BD6FB1968},R5544856855N,689228392212,Y8PP98060,,Bike - Parts - Brakes,Shimano - road brake pad replacement inserts for carbon rim - r55c4-a - 24-28mm,shimano,,R55C4-A
{7DFCE9C5-75E5-42EB-AC5A-75676AF202D6},20042658681O,710845808777,00.4315.032.646,,Bike - Parts - Tools,200 Hour1 year service kit 18 pike b1 charger2 solo,rockshox,,
{42E8632E-79D4-4003-B802-75E540FA8CA0},75191,763477000293,AWS-10,,Bike - Parts - Tools,Folding Hex wrench set aws-10 - blue,Park Tool,,
{6050A39D-8CBE-45B1-99FD-75F1E953663C},688465,846635012687,688465,688465,Bike - Parts - Tires,Tire Electra cruiser vintage diamond 26 x 2.35 cream,Electra,,
{C302CC0E-8569-43DC-8D72-761A3F8DB2E5},JAG789388751,4715910005507,DCA001,BR7800,Bike - Parts - Brakes - Pads,"Jagwire - sport semi-metallic hydraulic disc brake pads - hfx-9, mag, mx1",jagwire,,"HFX-9, MAG, MX1"
{30E260A4-7C64-4CC7-9B4E-764E58785A3A},5289289,710845848353,00.4318.045.002,,Bike - Parts - Suspension,Rockshox - dust wiper kit - 32mm flanged low friction 5mm and 10mm foam rings,Rockshox,,32MM
{F406A213-6834-4B2C-8961-766CB8C5DD22},BIK35672591M,,#BL0M1,#BL0M1,Bike - Parts - Grips and Tape - Grips,Bike Works - screw-on grips - blue/black - 130mm,bike works,Blue/Black,
{83F95A6D-3315-46A6-BE50-767D25D5DF2D},582230,601842078440,582230,582230,Bike - Parts - Tubeless Accessories,Pop Bontrager tlr tire sealant display box 12 x 3oz,Bontrager,,
{C9942B46-7C9F-4DDA-A5C0-7688B1EC364A},FOR24488261R,821973387321,803-01-493,,Bike - Parts - Suspension,Fork Part Fox Dust Wiper Kit Flangeless 38mm Black,Fox,Black,
{ADE802B1-5D35-497E-A347-768BB98F1853},433291,192790818108,ISMRT86L2,,Bike - Parts - Brakes - Disc,Shimano - Brake Rotor Disc SM-RT86 203MM 6-BOLT,Shimano,,
{B12CD027-A7D3-4B76-A7B0-769680EC2C32},HAY48686514T,844171001509,98-21976,842190512,Bike - Parts - Brakes - Pads,Hayes - stroker ryde semi-metallic disc brake pads,hayes,,
{A28951A2-77F4-437D-A576-76A4A57F2246},432454,601479178650,432454,432454,Bike - Parts - Tubes,Tube Bontrager standard 700x28-32c 27x1-18-1-14 sv 48mm,Bontrager,,
{4BE1F450-D622-4D06-9A66-76BE215B0B9D},TOO3520772R,641300163981,K2016398,5265137,Bike - Parts - Tools,Tool Crankbrothers M13 Multi-Tool Silver,Crankbrothers,,
{2212EA9C-B98F-47E8-B661-77C4FBCC3762},415459,601479080199,415459,415459,Bike - Parts - Tubes,Tube Bontrager standard 26x2.50-2.80 presta valve 48mm,Bontrager,,
{665ED3A2-7288-4805-A58C-783DC8C94D22},BRE33945887M,5055308116958,DMR-G-BREN2-THIN-GU,DM2933,Bike - Parts - Grips and Tape - Grips,Brendog Flangeless DeathGrip  Thin - Gum,,,
{D6935322-235A-4C45-AF55-78465F144DE1},W581273,601842089378,W581273,W581273,Bike - Parts - Seatposts,Frame Part trek domane isospeed cover matte dnister black,Trek,,
{995D36ED-B5E1-46E3-92EF-784DE1B432D0},5253130,710845853050,00.2418.109.000,,Bike - Parts - Cassettes & Freewheels,Fh Cass sram xg1175 10-52 xd 12s bk,Sram,,
{D31AECE0-541D-4B4E-85B0-785204400DD7},BEA438302562,072774190881,6000-2RS,19088,Bike - Parts - Bearings,Bearing Sunlt cartridge 6000-2rs 10ix26ox8w bgof2,sunlite,,
{F63FA591-D8DE-42F6-AD8F-78DC59A1408A},BRA41924689O,689228637450,ISMBH59SBL170,,Bike - Parts - Brakes - Levers,Brake Hose sm-bh59-sb black 1700 mm straightbanjo,shimano,,
{BE8E53C2-7D7B-4C2A-B5FF-78FA2F881929},527847,710845771743,00.7018.208.002,,Bike - Parts - Shifters,Sram - gx trigger rear shifter - 10sp,Sram,,10SP
{DFDE17AA-EF36-45AB-A56F-7A3E6622E3C0},506132,601479217960,506132,506132,Bike - Parts - Cables & Housing,Cable Bontrager comp shift 100 count bulk box,Bontrager,,
{0E82EAE0-0B4E-4CCA-80EB-7A4E548A1A1A},432302,601479176779,432302,432302,Bike - Parts - Tires,Tire Bontrager connection trail 29 x 2.00,Bontrager,,29 X 2.00
{37A9B424-BD88-403D-8216-7ACFF0A80051},JAG45802601R,4715910041093,DCR042,BR1310,Bike - Parts - Brakes - Disc,"Jagwire - sport sr 1 disc brake rotor - silver - 140 mm, 6-bolt",jagwire,Silver,140 MM 6-BOLT
{0D8EEFB9-E88E-4792-8374-7B39427F2474},W529223,601479565252,W529223,W529223,Bike - Parts - Suspension,Suspension Part trek mino 2017 black small,Trek,,
{5342764E-C21C-46E3-AACC-7B5702413ABC},AVI665388997,765250690073,,,Bike - Parts - Brakes - Pads,Brake Pad Avid Juicy/BB7 Disc Standard Compound Pair,Avid,Brown,
{BA8B6A89-E29E-48FB-865E-7B9590E0FEB1},JAG82169364E,4715910039090,DCA799,BR0434,Bike - Parts - Brakes - Pads,"Jagwire - sport organic hydraulic disc brake pads - sram red 22 b1, force 22, cx1, rival 22, s700 b1",jagwire,,
{FFECE3C8-38A3-4488-B7D3-7C1126CAEC01},5270771,836572002070,901-AN,,"Bike - Parts - Screws, Bolts and Fasteners",Wmfg Outer axle nuts9.0x1 1 per bag,Wheels Manufacturing,,
{7210D8E0-1260-42E0-99A6-7C25B29AE05E},1042546,847746052654,TP0002,,Bike - Parts - Tubes,Dart Tool tool plus 2 darts - blacksilver,Stan'S Notubes,,
{3239F6BD-FC79-4FA2-B4BE-7C5A04A7986B},66943,745889092080,66943,66943,Bike - Parts - Tubes,Tube Bontrager standard 12-12x2-14 schrader valve,Bontrager,,
{528298BC-B99E-4EB0-A24A-7C7AC314BEDB},QBP365746658,848712067290,B37877,,Bike - Parts - Tires,Crown Gem - tubless tire - 24 x 2.8,vee tire co.,TUBELESS,24X2.8
{C0DDAB51-84DC-4B06-9540-7C7F22151764},64783,745889071504,64783,64783,Bike - Parts - Tubes,Tube Bontrager standard 26x1.25-1.75 presta valve 48mm,Bontrager,,
{AF2E5421-714D-4737-8EF7-7CD424420EE2},SEL36606483S,400310069542,390-2001,,"Bike - Parts - Screws, Bolts and Fasteners",Self-extracting Crank bolt 24mm nbd cranks,full speed ahead,,
{1E3D60FC-A02D-4258-B523-7CD553710EBB},5273584,601842778753,5273584,5273584,Bike - Parts - Tires,Tire Bontrager r4 classics handmade clincher 700x28c,Bontrager,,
{1FD98715-EB4B-4AD2-94A1-7CF69DD69EB9},541745,847746065593,ST0068,,Bike - Parts - Tubeless Accessories,Stans - tubless tire sealant - 16oz,Stans,,
{0EFF9D73-A9F7-421B-86CC-7D4DAED351F4},MIC46702848T,657993171417,Y-RD201,RD0226,Bike - Parts - Cables & Housing,Microshift - rear derailleur barrel adjuster kit,microshift,,
{036F5C5D-0AE0-4122-88E0-7D583B77FF82},5291940,811079024626,DROPOUT-326,,Bike - Parts - Derailleurs,Derailleur Hanger dropout 326,Wheels Manufacturing,,
{B0309581-2EF5-4352-B583-7E83BA79121A},W587161,601842215678,W587161,W587161,Bike - Parts - Grips and Tape,Grip Trek kids' 92125mm trek black,Trek,,
{593BDBE9-3696-4AE6-81EC-7E93AFB5E7CB},562742,022255354042,KSMDBOILO,,Bike - Parts - Brakes,Shim Mineral oil1 litr bottle 33.8 oz. 1 l,Shimano,,1 L
{4720356F-13D0-44B0-8718-7ED7E0B13C0D},432293,689228299450,IIRDM786GSL,,Bike - Parts - Derailleurs,Shimano - xt rd-m786-gs medium cage rear derailleur - 10 sp,Shimano,Black,10 SP
{E5C248D7-9FE4-41B1-8E8F-7F1FBDDDF3F1},QTU53420516E,708752053984,529003C9,TU5730,Bike - Parts - Tubes,Q Tubes - 22 x 1.75 tube - schrader valve,teravail,,22 X 1.75
{22599D46-639D-47C7-ABF4-7F54DFE5D827},MOU47663834N,192790506128,ESMMAF180PP2A,ESMMAF180PP2A,Bike - Parts - Brakes - Disc,MOUNT ADAPTER FOR DISC BRAKE CALIPER SM-MA-F180P/P2 FIXIN,Shimano,,
{AA4DEBB9-A9B5-48EF-A020-7F7572EC90C8},DIM38735271K,708752082489,SAR-32T-BCD104 S.B. BLK,CR1907,Bike - Parts - Cranks & Chainrings,Dimension 32t x 104mm middle chainring black,dimension,,
{7A1577F7-85C4-4F8D-B64F-7FC7DD43B66D},JB239148500M,012172,21666,21666-94-MM,Bike - Parts - Cranks & Chainrings,"Origin 9 - alloy blade chainring - 34t, 94mm, 5 bolt",origin 8,34T-5BLT,94-MM
{2435C4F3-E3D3-4485-B194-80B316AF2477},579327,601842031438,579327,579327,Bike - Parts - Electric,E-bike Part e-bike rib powerfly charge door frame bracket,E-Bike,,
{C4CC4182-5712-4BDB-9337-80C0EAB0F102},40S24645147K,840226095226,BAA0087,,Bike - Parts - Headsets,"Cane Creek - 40 series is52/30 integrated lower headset - black - 1-1/8""",cane creek,,"1-1/8"""
{ED108F22-DAF7-4F36-9D9D-81318A7BFDCE},BIK34385525M,,#AL01,#AL01,Bike - Parts - Grips and Tape - Grips,Bike Works - screw-on grips - baby blue - 130mm,bike works,Baby Blue,130MM
{665BB090-0AFA-45D9-ACF7-81CB7DB292D0},SEL41440686S,8021890570192,8466DG0A18096,SA0541,Bike - Parts - Saddles,Selle Royal avenue saddle - black moderate women's,selle royal,,
{AE76E6D5-9CA8-4883-AFE8-81D91462CCDD},5270772,836572001646,9524-AN,,Bike - Parts - Hubs & Skewers,Axle Nut steel - 389.5mmx24tpi ea,Wheels Manufacturing,,
{39595004-53AF-4169-BEFC-81D9FE87FEC7},534753,763477003911,MT-20,,Bike - Parts - Tools,Park Mt-20 multi-tool,Park Tool,,
{B67100F2-8EE4-43BB-8389-8221EE3A5118},64789,745889071566,64789,64789,Bike - Parts - Tubes,Tube Bontrager standard 700x28-32c presta valve 48mm,Bontrager,,
{9968A695-74A7-4AFF-9BAD-825DB5A3E131},432585,836572000434,DROPOUT-5,,Bike - Parts - Derailleurs,Wmfg Derailleur hanger 05,Wheels Manufacturing,,
{6F999E29-C0DE-400E-9BC0-826327A81B79},510193528875,195748039549,,SH01133,Bike - Parts,5.10 Freerider pro sh 7.5,five ten,,
{15A50342-7727-473A-885D-82A7EC3DEA91},5253071,192790620404,ESLM31002LB,,Bike - Parts - Shifters,Shift Lever sl-m3100-2l alivio left 2-speed rapidfir,Shimano,,
{DD93B76D-7FCF-4432-B4B7-8374FF8F5046},BRA344988143,5021646009917,VX843,11274,Bike - Parts - Brakes - Pads,Clarks - vx organic disc brake pads - vx843,clarks,,VX843
{2876CC7B-9D73-41CA-9D5A-8380ADBB836F},598494,846635011468,598494,598494,Bike - Parts - Saddles,Saddle Electra ergo welastomers black,Electra,,
{8D121272-165F-4F38-B5E7-83A21DE2A78B},5253024,192790447544,ESLM3152LB,,Bike - Parts - Shifters,Shim Shifteraltus2spdpod sl-m315-2lwogd black,Shimano,Black,
{54C86963-136E-47E3-B90A-8407BB880FCE},TMA18724109O,817180020434,26-TMAC-BLK,DY7001,Bike - Parts - Pedals,Deity TMAC Pedals Black Anodized,,,
{92ABDC59-E969-45EC-9AA2-842C2B81D1E0},87831,710845006531,00.0000.200.653,,Bike - Parts - Shifters,Sram - twist shifter 3.0 - 8s - pair,Sram,,8S
{AD530535-F40A-42BC-9771-846E8A6D7575},536958,710845780752,00.3018.117.000,,Bike - Parts - Electric,Am Etap battery charger and cord,Sram,,
{7ADFB278-CB2C-4026-B950-851A084DD09A},WMD415642487,019648,WMDROPOUT-217,WMDROPOUT-217-#217,Bike - Parts - Derailleurs,Wm Dropout-217 '17 derailleur hanger #217 black #217,,BLACK,#217
{A177840E-8E68-4CBD-A9F5-8591B51AF274},DIS344828C,760251075393,KS-D630,,Bike - Parts - Brakes - Pads,"Kool Stop - organic disc brake pads - shimano m960, m965, m966, m975, m765 xtr",shimano,,
{4A70E2DD-0FE4-43CB-82AB-85E4D92D03BF},SAL276709750,657993126516,QR SPRINGS,QR2101,Bike - Parts - Hubs & Skewers,Salsa Qr skewer springs bag of 10,salsa,,
{0CB6C740-CD05-4AEE-A3D5-8609DD596E13},BRA295602700,7613052135182,N0BA20120S0100,,Bike - Parts - Spokes,Brass Nipple 14g12mm - black box100,dt swiss,,
{8DC8DEE9-528B-43DC-9B1E-8610C47C8305},BRA358878706,072774120819,BK984STZ,12081,Bike - Parts - Brakes - Disc,Brake Part or8 disc bolts-m5x10 torx pkof6,origin8,,
{18517FE8-CC83-49B5-9E47-865C75C29739},MIC72262752E,4710495434728,FD-R539F,FD0106,Bike - Parts - Derailleurs,Microshift - r539 triple braze on front derailleur - 9 sp - shimano compatible,shimano,,9 SP
{6099E21F-9897-478C-B391-8698A99A52DE},5268104,094664047907,NDCRL-03-R3,5268104,Bike - Parts,Light Nite ize nitedog rechargeable led collar large blue,Nite Ize,,
{B2F04388-83FA-487E-84A1-870B2F30B63A},417160,710845412332,00.6415.004.000,,Bike - Parts - Bottom Brackets,Truvativ - power spline bb set - 68x108 alloy cups,Truvativ,,68 X 108
{4A6606EC-A424-4BE3-9886-872276260ADB},70041,745889141740,70041,70041,Bike - Parts - Brakes - Pads,Cable Part bontrager guide tube 90 degree,Bontrager,,
{549E7846-DD08-4CAC-AA42-87A1A1D2F81C},78155,745889206425,78155,78155,Bike - Parts - Tubes,Tube Bontrager thorn resistant 26x1.9-2.13 schrader valve,Bontrager,,
{3C5AA0DC-6B6F-4AEC-A724-8844783484D5},WOL52529886K,810006807868,10432-B,,Bike - Parts - Cranks & Chainrings,Chainring Wolf Tooth 104 BCD 32T 4-Bolt Drop-Stop B Black,Wolf Tooth Components,Black,
{5D64A551-DC1C-4DD6-8A7E-88C087E2B419},511084,601479224579,511084,511084,Bike - Parts - Tires,Tire Bontrager connection trail hard case 26 x 2.0,Bontrager,,
{37A08D33-0BCE-4F2C-B97E-89008FB815E6},SMS44537369P,192790646947,ISMSH56A,ISMSH56,Bike - Parts - Pedals,SM-SH56 CLEAT SET W/O CLEAT NUT MULTIPLE RELEASE MODE / P,Shimano,,
{A9B5DE5C-4080-46D7-9EBE-890C64274C0E},W600629,601842564066,W600629,W600629,Bike - Parts - Suspension,Fastener Trek bolt m10x1x21mm 18.5mm head black,Trek,,
{0D73AFD5-053C-4566-8D17-893F2CE5ACAD},W509392,768682957745,W509392,W509392,Bike - Parts - Suspension,Suspension Part trek bolt m10 x 1 x 18 alloy black,Trek,,
{90A411F5-03E7-4857-829A-894287566E24},JB132184096M,019802,12335,12335-330-MM,Bike - Parts - Cables & Housing,J&b 12335 '17 straddle cable canti 330-mm,j&b,CANTI,330-MM
{02DCAE32-9580-450F-A284-89556BB87A9D},5253021,192790447520,ESLM3157RA,,Bike - Parts - Shifters,Shimano - altus sl-m315-7r right rapidfire plus shifter - 7s,Shimano,Black,7S
